Site Name ,ST-HENRI
Site Number ,100
Logger ,Capacitive Water Level
Logger Serial Number ,42564


Scan No ,Date and Time,       Capacitive Water Level,        ,
1778,24/08/2024 , 16:00:00,28428,28428
1779,24/08/2024 , 17:00:00,28172,28172
1780,24/08/2024 , 18:00:00,27660,27660
1781,24/08/2024 , 19:00:00,27660,27660
1782,24/08/2024 , 20:00:00,27660,27660
1783,24/08/2024 , 21:00:00,27916,27916
1784,24/08/2024 , 22:00:00,27660,27660
1785,24/08/2024 , 23:00:00,27404,27404
1786,24/08/2024 , 23:59:59,27660,27660
1787,25/08/2024 , 01:00:00,27404,27404
1788,25/08/2024 , 02:00:00,27148,27148
1789,25/08/2024 , 03:00:00,26892,26892
1790,25/08/2024 , 04:00:00,26892,26892
1791,25/08/2024 , 05:00:00,26892,26892
1792,25/08/2024 , 06:00:00,26636,26636
1793,25/08/2024 , 07:00:00,26380,26380
1794,25/08/2024 , 08:00:00,26380,26380
1795,25/08/2024 , 09:00:00,26380,26380
1796,25/08/2024 , 10:00:00,26380,26380
1797,25/08/2024 , 11:00:00,26124,26124
1798,25/08/2024 , 12:00:00,26124,26124
1799,25/08/2024 , 13:00:00,23820,23820
1800,25/08/2024 , 14:00:00,23820,23820
1801,25/08/2024 , 15:00:00,24076,24076
1802,25/08/2024 , 16:00:00,23820,23820
1803,25/08/2024 , 17:00:00,23820,23820
1804,25/08/2024 , 18:00:00,23564,23564
1805,25/08/2024 , 19:00:00,23052,23052
1806,25/08/2024 , 20:00:00,22796,22796
1807,25/08/2024 , 21:00:00,22540,22540
1808,25/08/2024 , 22:00:00,22540,22540
1809,25/08/2024 , 23:00:00,22284,22284
1810,25/08/2024 , 23:59:59,22540,22540
1811,26/08/2024 , 01:00:00,22284,22284
1812,26/08/2024 , 02:00:00,22284,22284
1813,26/08/2024 , 03:00:00,22284,22284
1814,26/08/2024 , 04:00:00,22284,22284
1815,26/08/2024 , 05:00:00,22284,22284
1816,26/08/2024 , 06:00:00,22028,22028
1817,26/08/2024 , 07:00:00,22028,22028
1818,26/08/2024 , 08:00:00,21772,21772
1819,26/08/2024 , 09:00:00,21516,21516
1820,26/08/2024 , 10:00:00,21516,21516
1821,26/08/2024 , 11:00:00,21516,21516
1822,26/08/2024 , 12:00:00,21516,21516
1823,26/08/2024 , 13:00:00,21516,21516
1824,26/08/2024 , 14:00:00,21516,21516
1825,26/08/2024 , 15:00:00,21516,21516
1826,26/08/2024 , 16:00:00,21260,21260
1827,26/08/2024 , 17:00:00,21260,21260
1828,26/08/2024 , 18:00:00,21260,21260
1829,26/08/2024 , 19:00:00,21004,21004
1830,26/08/2024 , 20:00:00,21260,21260
1831,26/08/2024 , 21:00:00,21260,21260
1832,26/08/2024 , 22:00:00,21260,21260
1833,26/08/2024 , 23:00:00,21516,21516
1834,26/08/2024 , 23:59:59,21260,21260
1835,27/08/2024 , 01:00:00,21004,21004
1836,27/08/2024 , 02:00:00,21004,21004
1837,27/08/2024 , 03:00:00,21004,21004
1838,27/08/2024 , 04:00:00,21004,21004
1839,27/08/2024 , 05:00:00,20748,20748
1840,27/08/2024 , 06:00:00,20492,20492
1841,27/08/2024 , 07:00:00,20492,20492
1842,27/08/2024 , 08:00:00,20236,20236
1843,27/08/2024 , 09:00:00,19980,19980
1844,27/08/2024 , 10:00:00,19980,19980
1845,27/08/2024 , 11:00:00,19724,19724
1846,27/08/2024 , 12:00:00,19468,19468
1847,27/08/2024 , 13:00:00,19468,19468
1848,27/08/2024 , 14:00:00,19212,19212
1849,27/08/2024 , 15:00:00,18956,18956
1850,27/08/2024 , 16:00:00,18700,18700
1851,27/08/2024 , 17:00:00,18700,18700
1852,27/08/2024 , 18:00:00,18700,18700
1853,27/08/2024 , 19:00:00,18444,18444
1854,27/08/2024 , 20:00:00,18700,18700
1855,27/08/2024 , 21:00:00,18700,18700
1856,27/08/2024 , 22:00:00,18700,18700
1857,27/08/2024 , 23:00:00,18700,18700
1858,27/08/2024 , 23:59:59,18444,18444
1859,28/08/2024 , 01:00:00,18188,18188
1860,28/08/2024 , 02:00:00,18188,18188
1861,28/08/2024 , 03:00:00,17932,17932
1862,28/08/2024 , 04:00:00,17932,17932
1863,28/08/2024 , 05:00:00,17676,17676
1864,28/08/2024 , 06:00:00,17676,17676
1865,28/08/2024 , 07:00:00,17420,17420
1866,28/08/2024 , 08:00:00,17420,17420
1867,28/08/2024 , 09:00:00,16908,16908
1868,28/08/2024 , 10:00:00,16652,16652
1869,28/08/2024 , 11:00:00,16396,16396
1870,28/08/2024 , 12:00:00,16140,16140
1871,28/08/2024 , 13:00:00,15884,15884
1872,28/08/2024 , 14:00:00,15628,15628
1873,28/08/2024 , 15:00:00,15628,15628
1874,28/08/2024 , 16:00:00,15372,15372
1875,28/08/2024 , 17:00:00,15372,15372
1876,28/08/2024 , 18:00:00,15372,15372
1877,28/08/2024 , 19:00:00,15116,15116
1878,28/08/2024 , 20:00:00,15372,15372
1879,28/08/2024 , 21:00:00,15372,15372
1880,28/08/2024 , 22:00:00,15372,15372
1881,28/08/2024 , 23:00:00,15372,15372
1882,28/08/2024 , 23:59:59,15372,15372
1883,29/08/2024 , 01:00:00,15372,15372
1884,29/08/2024 , 02:00:00,15116,15116
1885,29/08/2024 , 03:00:00,14860,14860
1886,29/08/2024 , 04:00:00,14604,14604
1887,29/08/2024 , 05:00:00,14348,14348
1888,29/08/2024 , 06:00:00,14092,14092
1889,29/08/2024 , 07:00:00,13836,13836
1890,29/08/2024 , 08:00:00,13836,13836
1891,29/08/2024 , 09:00:00,13580,13580
1892,29/08/2024 , 10:00:00,13324,13324
1893,29/08/2024 , 11:00:00,13324,13324
1894,29/08/2024 , 12:00:00,13068,13068
1895,29/08/2024 , 13:00:00,12812,12812
1896,29/08/2024 , 14:00:00,12812,12812
1897,29/08/2024 , 15:00:00,12300,12300
1898,29/08/2024 , 16:00:00,12300,12300
1899,29/08/2024 , 17:00:00,12044,12044
1900,29/08/2024 , 18:00:00,11788,11788
1901,29/08/2024 , 19:00:00,11788,11788
1902,29/08/2024 , 20:00:00,11788,11788
1903,29/08/2024 , 21:00:00,11788,11788
1904,29/08/2024 , 22:00:00,11788,11788
1905,29/08/2024 , 23:00:00,11532,11532
1906,29/08/2024 , 23:59:59,11532,11532
1907,30/08/2024 , 01:00:00,11276,11276
1908,30/08/2024 , 02:00:00,11276,11276
1909,30/08/2024 , 03:00:00,11276,11276
1910,30/08/2024 , 04:00:00,11020,11020
1911,30/08/2024 , 05:00:00,11020,11020
1912,30/08/2024 , 06:00:00,11532,11532
1913,30/08/2024 , 07:00:00,11276,11276
1914,30/08/2024 , 08:00:00,11276,11276
1915,30/08/2024 , 09:00:00,11276,11276
1916,30/08/2024 , 10:00:00,11276,11276
1917,30/08/2024 , 11:00:00,11276,11276
1918,30/08/2024 , 12:00:00,11276,11276
1919,30/08/2024 , 13:00:00,11276,11276
1920,30/08/2024 , 14:00:00,11020,11020
1921,30/08/2024 , 15:00:00,11276,11276
1922,30/08/2024 , 16:00:00,11276,11276
1923,30/08/2024 , 17:00:00,11020,11020
1924,30/08/2024 , 18:00:00,11020,11020
1925,30/08/2024 , 19:00:00,11020,11020
1926,30/08/2024 , 20:00:00,11276,11276
1927,30/08/2024 , 21:00:00,11276,11276
1928,30/08/2024 , 22:00:00,11532,11532
1929,30/08/2024 , 23:00:00,11532,11532
1930,30/08/2024 , 23:59:59,11276,11276
1931,31/08/2024 , 01:00:00,11020,11020
1932,31/08/2024 , 02:00:00,11020,11020
1933,31/08/2024 , 03:00:00,10764,10764
1934,31/08/2024 , 04:00:00,10764,10764
1935,31/08/2024 , 05:00:00,10764,10764
1936,31/08/2024 , 06:00:00,10764,10764
1937,31/08/2024 , 07:00:00,10508,10508
1938,31/08/2024 , 08:00:00,10508,10508
1939,31/08/2024 , 09:00:00,10508,10508
1940,31/08/2024 , 10:00:00,10508,10508
1941,31/08/2024 , 11:00:00,10252,10252
1942,31/08/2024 , 12:00:00,10252,10252
1943,31/08/2024 , 13:00:00,10252,10252
1944,31/08/2024 , 14:00:00,10252,10252
1945,31/08/2024 , 15:00:00,10252,10252
1946,31/08/2024 , 16:00:00,9996,9996
1947,31/08/2024 , 17:00:00,9740,9740
1948,31/08/2024 , 18:00:00,9740,9740
1949,31/08/2024 , 19:00:00,9484,9484
1950,31/08/2024 , 20:00:00,9484,9484
1951,31/08/2024 , 21:00:00,9484,9484
1952,31/08/2024 , 22:00:00,9484,9484
1953,31/08/2024 , 23:00:00,9484,9484
1954,31/08/2024 , 23:59:59,9484,9484
1955,01/09/2024 , 01:00:00,9484,9484
1956,01/09/2024 , 02:00:00,9228,9228
1957,01/09/2024 , 03:00:00,9228,9228
1958,01/09/2024 , 04:00:00,9228,9228
1959,01/09/2024 , 05:00:00,8972,8972
1960,01/09/2024 , 06:00:00,8716,8716
1961,01/09/2024 , 07:00:00,8716,8716
1962,01/09/2024 , 08:00:00,8460,8460
1963,01/09/2024 , 09:00:00,8204,8204
1964,01/09/2024 , 10:00:00,8204,8204
1965,01/09/2024 , 11:00:00,7948,7948
1966,01/09/2024 , 12:00:00,7692,7692
1967,01/09/2024 , 13:00:00,7436,7436
1968,01/09/2024 , 14:00:00,7180,7180
1969,01/09/2024 , 15:00:00,7180,7180
1970,01/09/2024 , 16:00:00,6924,6924
1971,01/09/2024 , 17:00:00,6668,6668
1972,01/09/2024 , 18:00:00,6668,6668
1973,01/09/2024 , 19:00:00,6412,6412
1974,01/09/2024 , 20:00:00,6668,6668
1975,01/09/2024 , 21:00:00,6668,6668
1976,01/09/2024 , 22:00:00,6668,6668
1977,01/09/2024 , 23:00:00,6924,6924
1978,01/09/2024 , 23:59:59,6412,6412
1979,02/09/2024 , 01:00:00,6412,6412
1980,02/09/2024 , 02:00:00,6156,6156
1981,02/09/2024 , 03:00:00,6156,6156
1982,02/09/2024 , 04:00:00,6156,6156
1983,02/09/2024 , 05:00:00,6156,6156
1984,02/09/2024 , 06:00:00,5900,5900
1985,02/09/2024 , 07:00:00,5644,5644
1986,02/09/2024 , 08:00:00,5388,5388
1987,02/09/2024 , 09:00:00,5388,5388
1988,02/09/2024 , 10:00:00,5132,5132
1989,02/09/2024 , 11:00:00,5132,5132
1990,02/09/2024 , 12:00:00,5132,5132
1991,02/09/2024 , 13:00:00,5132,5132
1992,02/09/2024 , 14:00:00,4876,4876
1993,02/09/2024 , 15:00:00,4876,4876
1994,02/09/2024 , 16:00:00,4876,4876
1995,02/09/2024 , 17:00:00,4620,4620
1996,02/09/2024 , 18:00:00,4620,4620
1997,02/09/2024 , 19:00:00,4620,4620
1998,02/09/2024 , 20:00:00,4620,4620
1999,02/09/2024 , 21:00:00,4876,4876
2000,02/09/2024 , 22:00:00,4876,4876
2001,02/09/2024 , 23:00:00,4620,4620
2002,02/09/2024 , 23:59:59,4620,4620
2003,03/09/2024 , 01:00:00,4364,4364
2004,03/09/2024 , 02:00:00,4364,4364
2005,03/09/2024 , 03:00:00,4108,4108
2006,03/09/2024 , 04:00:00,4108,4108
2007,03/09/2024 , 05:00:00,4108,4108
2008,03/09/2024 , 06:00:00,3852,3852
2009,03/09/2024 , 07:00:00,3852,3852
2010,03/09/2024 , 08:00:00,3596,3596
2011,03/09/2024 , 09:00:00,3596,3596
2012,03/09/2024 , 10:00:00,3596,3596
2013,03/09/2024 , 11:00:00,3596,3596
2014,03/09/2024 , 12:00:00,3596,3596
2015,03/09/2024 , 13:00:00,3340,3340
2016,03/09/2024 , 14:00:00,3340,3340
2017,03/09/2024 , 15:00:00,3340,3340
2018,03/09/2024 , 16:00:00,3340,3340
2019,03/09/2024 , 17:00:00,3340,3340
2020,03/09/2024 , 18:00:00,3084,3084
2021,03/09/2024 , 19:00:00,3340,3340
2022,03/09/2024 , 20:00:00,3340,3340
2023,03/09/2024 , 21:00:00,3340,3340
2024,03/09/2024 , 22:00:00,3340,3340
2025,03/09/2024 , 23:00:00,3084,3084
2026,03/09/2024 , 23:59:59,3084,3084
2027,04/09/2024 , 01:00:00,2828,2828
2028,04/09/2024 , 02:00:00,2828,2828
2029,04/09/2024 , 03:00:00,2572,2572
2030,04/09/2024 , 04:00:00,2572,2572
2031,04/09/2024 , 05:00:00,2572,2572
2032,04/09/2024 , 06:00:00,2316,2316
2033,04/09/2024 , 07:00:00,2316,2316
2034,04/09/2024 , 08:00:00,2060,2060
2035,04/09/2024 , 09:00:00,2060,2060
2036,04/09/2024 , 10:00:00,2060,2060
2037,04/09/2024 , 11:00:00,2060,2060
2038,04/09/2024 , 12:00:00,2060,2060
2039,04/09/2024 , 13:00:00,1804,1804
2040,04/09/2024 , 14:00:00,1804,1804
2041,04/09/2024 , 15:00:00,1804,1804
2042,04/09/2024 , 16:00:00,1548,1548
2043,04/09/2024 , 17:00:00,1548,1548
2044,04/09/2024 , 18:00:00,1548,1548
2045,04/09/2024 , 19:00:00,1292,1292
2046,04/09/2024 , 20:00:00,1292,1292
2047,04/09/2024 , 21:00:00,1548,1548
2048,04/09/2024 , 22:00:00,1548,1548
2049,04/09/2024 , 23:00:00,1548,1548
2050,04/09/2024 , 23:59:59,1548,1548
2051,05/09/2024 , 01:00:00,1548,1548
2052,05/09/2024 , 02:00:00,1292,1292
2053,05/09/2024 , 03:00:00,1036,1036
2054,05/09/2024 , 04:00:00,1036,1036
2055,05/09/2024 , 05:00:00,1036,1036
2056,05/09/2024 , 06:00:00,1036,1036
2057,05/09/2024 , 07:00:00,1036,1036
2058,05/09/2024 , 08:00:00,1036,1036
2059,05/09/2024 , 09:00:00,1036,1036
2060,05/09/2024 , 10:00:00,1036,1036
2061,05/09/2024 , 11:00:00,1036,1036
2062,05/09/2024 , 12:00:00,780,780
2063,05/09/2024 , 13:00:00,780,780
2064,05/09/2024 , 14:00:00,780,780
2065,05/09/2024 , 15:00:00,780,780
2066,05/09/2024 , 16:00:00,780,780
2067,05/09/2024 , 17:00:00,780,780
2068,05/09/2024 , 18:00:00,524,524
2069,05/09/2024 , 19:00:00,524,524
2070,05/09/2024 , 20:00:00,524,524
2071,05/09/2024 , 21:00:00,780,780
2072,05/09/2024 , 22:00:00,780,780
2073,05/09/2024 , 23:00:00,780,780
2074,05/09/2024 , 23:59:59,780,780
2075,06/09/2024 , 01:00:00,780,780
2076,06/09/2024 , 02:00:00,524,524
2077,06/09/2024 , 03:00:00,524,524
2078,06/09/2024 , 04:00:00,268,268
2079,06/09/2024 , 05:00:00,268,268
2080,06/09/2024 , 06:00:00,12,12
2081,06/09/2024 , 07:00:00,268,268
2082,06/09/2024 , 08:00:00,268,268
2083,06/09/2024 , 09:00:00,12,12
2084,06/09/2024 , 10:00:00,12,12
2085,06/09/2024 , 11:00:00,12,12
2086,06/09/2024 , 12:00:00,65292,65292
2087,06/09/2024 , 13:00:00,65291,65291
2088,06/09/2024 , 14:00:00,65291,65291
2089,06/09/2024 , 15:00:00,65291,65291
2090,06/09/2024 , 16:00:00,65291,65291
2091,06/09/2024 , 17:00:00,65035,65035
2092,06/09/2024 , 18:00:00,65035,65035
2093,06/09/2024 , 19:00:00,65035,65035
2094,06/09/2024 , 20:00:00,65035,65035
2095,06/09/2024 , 21:00:00,64779,64779
2096,06/09/2024 , 22:00:00,65035,65035
2097,06/09/2024 , 23:00:00,64779,64779
2098,06/09/2024 , 23:59:59,64779,64779
2099,07/09/2024 , 01:00:00,64523,64523
2100,07/09/2024 , 02:00:00,64523,64523
2101,07/09/2024 , 03:00:00,64523,64523
2102,07/09/2024 , 04:00:00,64523,64523
2103,07/09/2024 , 05:00:00,64267,64267
2104,07/09/2024 , 06:00:00,64267,64267
2105,07/09/2024 , 07:00:00,64267,64267
2106,07/09/2024 , 08:00:00,64011,64011
2107,07/09/2024 , 09:00:00,63755,63755
2108,07/09/2024 , 10:00:00,63755,63755
2109,07/09/2024 , 11:00:00,63243,63243
2110,07/09/2024 , 12:00:00,63243,63243
2111,07/09/2024 , 13:00:00,62987,62987
2112,07/09/2024 , 14:00:00,62475,62475
2113,07/09/2024 , 15:00:00,62219,62219
2114,07/09/2024 , 16:00:00,61451,61451
2115,07/09/2024 , 17:00:00,60683,60683
2116,07/09/2024 , 18:00:00,60171,60171
2117,07/09/2024 , 19:00:00,59915,59915
2118,07/09/2024 , 20:00:00,59659,59659
2119,07/09/2024 , 21:00:00,59403,59403
2120,07/09/2024 , 22:00:00,59147,59147
2121,07/09/2024 , 23:00:00,58891,58891
2122,07/09/2024 , 23:59:59,58891,58891
2123,08/09/2024 , 01:00:00,58891,58891
2124,08/09/2024 , 02:00:00,58635,58635
2125,08/09/2024 , 03:00:00,58635,58635
2126,08/09/2024 , 04:00:00,58379,58379
2127,08/09/2024 , 05:00:00,58379,58379
2128,08/09/2024 , 06:00:00,58123,58123
2129,08/09/2024 , 07:00:00,58123,58123
2130,08/09/2024 , 08:00:00,55051,55051
2131,08/09/2024 , 09:00:00,54539,54539
2132,08/09/2024 , 10:00:00,54539,54539
2133,08/09/2024 , 11:00:00,54539,54539
2134,08/09/2024 , 12:00:00,54283,54283
2135,08/09/2024 , 13:00:00,54283,54283
2136,08/09/2024 , 14:00:00,53771,53771
2137,08/09/2024 , 15:00:00,53771,53771
2138,08/09/2024 , 16:00:00,53515,53515
2139,08/09/2024 , 17:00:00,53259,53259
2140,08/09/2024 , 18:00:00,53003,53003
2141,08/09/2024 , 19:00:00,52747,52747
2142,08/09/2024 , 20:00:00,52747,52747
2143,08/09/2024 , 21:00:00,52747,52747
2144,08/09/2024 , 22:00:00,52747,52747
2145,08/09/2024 , 23:00:00,52491,52491
2146,08/09/2024 , 23:59:59,52491,52491
2147,09/09/2024 , 01:00:00,52235,52235
2148,09/09/2024 , 02:00:00,51979,51979
2149,09/09/2024 , 03:00:00,51723,51723
2150,09/09/2024 , 04:00:00,51723,51723
2151,09/09/2024 , 05:00:00,51723,51723
2152,09/09/2024 , 06:00:00,51467,51467
2153,09/09/2024 , 07:00:00,51211,51211
2154,09/09/2024 , 08:00:00,50955,50955
2155,09/09/2024 , 09:00:00,50955,50955
2156,09/09/2024 , 10:00:00,50699,50699
2157,09/09/2024 , 11:00:00,50443,50443
2158,09/09/2024 , 12:00:00,50443,50443
2159,09/09/2024 , 13:00:00,50187,50187
2160,09/09/2024 , 14:00:00,49931,49931
2161,09/09/2024 , 15:00:00,49675,49675
2162,09/09/2024 , 16:00:00,49419,49419
2163,09/09/2024 , 17:00:00,49419,49419
2164,09/09/2024 , 18:00:00,49163,49163
2165,09/09/2024 , 19:00:00,48907,48907
2166,09/09/2024 , 20:00:00,48907,48907
2167,09/09/2024 , 21:00:00,48907,48907
2168,09/09/2024 , 22:00:00,48651,48651
2169,09/09/2024 , 23:00:00,48651,48651
2170,09/09/2024 , 23:59:59,48395,48395
2171,10/09/2024 , 01:00:00,48395,48395
2172,10/09/2024 , 02:00:00,48139,48139
2173,10/09/2024 , 03:00:00,48139,48139
2174,10/09/2024 , 04:00:00,47883,47883
2175,10/09/2024 , 05:00:00,47627,47627
2176,10/09/2024 , 06:00:00,47371,47371
2177,10/09/2024 , 07:00:00,47115,47115
2178,10/09/2024 , 08:00:00,47115,47115
2179,10/09/2024 , 09:00:00,46859,46859
2180,10/09/2024 , 10:00:00,46603,46603
2181,10/09/2024 , 11:00:00,46603,46603
2182,10/09/2024 , 12:00:00,46091,46091
2183,10/09/2024 , 13:00:00,46091,46091
2184,10/09/2024 , 14:00:00,45835,45835
2185,10/09/2024 , 15:00:00,45835,45835
2186,10/09/2024 , 16:00:00,45323,45323
2187,10/09/2024 , 17:00:00,45323,45323
2188,10/09/2024 , 18:00:00,45067,45067
2189,10/09/2024 , 19:00:00,45067,45067
2190,10/09/2024 , 20:00:00,44811,44811
2191,10/09/2024 , 21:00:00,44811,44811
2192,10/09/2024 , 22:00:00,44811,44811
2193,10/09/2024 , 23:00:00,44811,44811
2194,10/09/2024 , 23:59:59,44811,44811
2195,11/09/2024 , 01:00:00,44555,44555
2196,11/09/2024 , 02:00:00,44555,44555
2197,11/09/2024 , 03:00:00,44555,44555
2198,11/09/2024 , 04:00:00,44299,44299
2199,11/09/2024 , 05:00:00,44299,44299
2200,11/09/2024 , 06:00:00,44299,44299
2201,11/09/2024 , 07:00:00,44043,44043
2202,11/09/2024 , 08:00:00,44043,44043
2203,11/09/2024 , 09:00:00,43787,43787
2204,11/09/2024 , 10:00:00,43787,43787
2205,11/09/2024 , 11:00:00,43787,43787
2206,11/09/2024 , 12:00:00,43531,43531
2207,11/09/2024 , 13:00:00,43275,43275
2208,11/09/2024 , 14:00:00,43275,43275
2209,11/09/2024 , 15:00:00,43019,43019
2210,11/09/2024 , 16:00:00,43019,43019
2211,11/09/2024 , 17:00:00,43019,43019
2212,11/09/2024 , 18:00:00,42763,42763
2213,11/09/2024 , 19:00:00,42507,42507
2214,11/09/2024 , 20:00:00,42507,42507
2215,11/09/2024 , 21:00:00,42507,42507
2216,11/09/2024 , 22:00:00,42507,42507
2217,11/09/2024 , 23:00:00,42507,42507
2218,11/09/2024 , 23:59:59,42507,42507
2219,12/09/2024 , 01:00:00,42507,42507
2220,12/09/2024 , 02:00:00,42507,42507
2221,12/09/2024 , 03:00:00,42507,42507
2222,12/09/2024 , 04:00:00,42507,42507
2223,12/09/2024 , 05:00:00,42507,42507
2224,12/09/2024 , 06:00:00,42507,42507
2225,12/09/2024 , 07:00:00,42507,42507
2226,12/09/2024 , 08:00:00,42507,42507
2227,12/09/2024 , 09:00:00,42251,42251
2228,12/09/2024 , 10:00:00,42251,42251
2229,12/09/2024 , 11:00:00,42507,42507
2230,12/09/2024 , 12:00:00,53259,53259
2231,12/09/2024 , 13:00:00,64779,64779
2232,12/09/2024 , 14:00:00,2315,2315
2233,12/09/2024 , 15:00:00,3852,3852
2234,12/09/2024 , 16:00:00,4108,4108
2235,12/09/2024 , 17:00:00,4620,4620
2236,12/09/2024 , 18:00:00,4876,4876
2237,12/09/2024 , 19:00:00,5900,5900
2238,12/09/2024 , 20:00:00,25356,25356
2239,12/09/2024 , 21:00:00,45580,45580
2240,12/09/2024 , 22:00:00,50444,50444
2241,12/09/2024 , 23:00:00,51724,51724
2242,12/09/2024 , 23:59:59,53260,53260
2243,13/09/2024 , 01:00:00,1804,1804
2244,13/09/2024 , 02:00:00,7693,7693
2245,13/09/2024 , 03:00:00,10509,10509
2246,13/09/2024 , 04:00:00,10765,10765
2247,13/09/2024 , 05:00:00,7181,7181
2248,13/09/2024 , 06:00:00,4877,4877
2249,13/09/2024 , 07:00:00,3341,3341
2250,13/09/2024 , 08:00:00,2317,2317
2251,13/09/2024 , 09:00:00,1293,1293
2252,13/09/2024 , 10:00:00,781,781
2253,13/09/2024 , 11:00:00,13,13
2254,13/09/2024 , 12:00:00,65037,65037
2255,13/09/2024 , 13:00:00,64524,64524
2256,13/09/2024 , 14:00:00,63756,63756
2257,13/09/2024 , 15:00:00,62988,62988
2258,13/09/2024 , 16:00:00,62476,62476
2259,13/09/2024 , 17:00:00,62220,62220
2260,13/09/2024 , 18:00:00,61452,61452
2261,13/09/2024 , 19:00:00,60428,60428
2262,13/09/2024 , 20:00:00,59916,59916
2263,13/09/2024 , 21:00:00,59660,59660
2264,13/09/2024 , 22:00:00,58892,58892
2265,13/09/2024 , 23:00:00,58380,58380
2266,13/09/2024 , 23:59:59,57612,57612
2267,14/09/2024 , 01:00:00,56844,56844
2268,14/09/2024 , 02:00:00,55308,55308
2269,14/09/2024 , 03:00:00,53516,53516
2270,14/09/2024 , 04:00:00,52748,52748
2271,14/09/2024 , 05:00:00,49420,49420
2272,14/09/2024 , 06:00:00,49164,49164
2273,14/09/2024 , 07:00:00,49164,49164
2274,14/09/2024 , 08:00:00,48908,48908
2275,14/09/2024 , 09:00:00,49420,49420
2276,14/09/2024 , 10:00:00,48908,48908
2277,14/09/2024 , 11:00:00,48652,48652
2278,14/09/2024 , 12:00:00,48140,48140
2279,14/09/2024 , 13:00:00,47884,47884
2280,14/09/2024 , 14:00:00,47372,47372
2281,14/09/2024 , 15:00:00,47372,47372
2282,14/09/2024 , 16:00:00,46860,46860
2283,14/09/2024 , 17:00:00,46604,46604
2284,14/09/2024 , 18:00:00,46092,46092
2285,14/09/2024 , 19:00:00,45836,45836
2286,14/09/2024 , 20:00:00,45580,45580
2287,14/09/2024 , 21:00:00,45324,45324
2288,14/09/2024 , 22:00:00,45324,45324
2289,14/09/2024 , 23:00:00,44812,44812
2290,14/09/2024 , 23:59:59,44556,44556
2291,15/09/2024 , 01:00:00,44556,44556
2292,15/09/2024 , 02:00:00,44556,44556
2293,15/09/2024 , 03:00:00,44300,44300
2294,15/09/2024 , 04:00:00,44044,44044
2295,15/09/2024 , 05:00:00,43788,43788
2296,15/09/2024 , 06:00:00,43788,43788
2297,15/09/2024 , 07:00:00,43532,43532
2298,15/09/2024 , 08:00:00,43532,43532
2299,15/09/2024 , 09:00:00,43276,43276
2300,15/09/2024 , 10:00:00,43532,43532
2301,15/09/2024 , 11:00:00,43276,43276
2302,15/09/2024 , 12:00:00,43020,43020
2303,15/09/2024 , 13:00:00,42764,42764
2304,15/09/2024 , 14:00:00,42508,42508
2305,15/09/2024 , 15:00:00,42252,42252
2306,15/09/2024 , 16:00:00,42252,42252
2307,15/09/2024 , 17:00:00,41740,41740
2308,15/09/2024 , 18:00:00,41740,41740
2309,15/09/2024 , 19:00:00,41484,41484
2310,15/09/2024 , 20:00:00,41740,41740
2311,15/09/2024 , 21:00:00,41740,41740
2312,15/09/2024 , 22:00:00,41740,41740
2313,15/09/2024 , 23:00:00,41740,41740
2314,15/09/2024 , 23:59:59,41996,41996
2315,16/09/2024 , 01:00:00,41740,41740
2316,16/09/2024 , 02:00:00,41740,41740
2317,16/09/2024 , 03:00:00,41740,41740
2318,16/09/2024 , 04:00:00,41484,41484
2319,16/09/2024 , 05:00:00,41228,41228
2320,16/09/2024 , 06:00:00,41228,41228
2321,16/09/2024 , 07:00:00,40972,40972
2322,16/09/2024 , 08:00:00,40460,40460
2323,16/09/2024 , 09:00:00,40460,40460
2324,16/09/2024 , 10:00:00,40460,40460
2325,16/09/2024 , 11:00:00,40204,40204
2326,16/09/2024 , 12:00:00,39692,39692
2327,16/09/2024 , 13:00:00,39692,39692
2328,16/09/2024 , 14:00:00,39180,39180
2329,16/09/2024 , 15:00:00,38924,38924
2330,16/09/2024 , 16:00:00,38668,38668
2331,16/09/2024 , 17:00:00,38156,38156
2332,16/09/2024 , 18:00:00,37644,37644
2333,16/09/2024 , 19:00:00,37644,37644
2334,16/09/2024 , 20:00:00,37644,37644
2335,16/09/2024 , 21:00:00,37644,37644
2336,16/09/2024 , 22:00:00,37900,37900
2337,16/09/2024 , 23:00:00,37900,37900
2338,16/09/2024 , 23:59:59,37644,37644
2339,17/09/2024 , 01:00:00,37388,37388
2340,17/09/2024 , 02:00:00,36876,36876
2341,17/09/2024 , 03:00:00,36876,36876
2342,17/09/2024 , 04:00:00,36364,36364
2343,17/09/2024 , 05:00:00,36364,36364
2344,17/09/2024 , 06:00:00,36108,36108
2345,17/09/2024 , 07:00:00,36108,36108
2346,17/09/2024 , 08:00:00,35852,35852
2347,17/09/2024 , 09:00:00,35340,35340
2348,17/09/2024 , 10:00:00,35340,35340
2349,17/09/2024 , 11:00:00,34828,34828
2350,17/09/2024 , 12:00:00,34828,34828
2351,17/09/2024 , 13:00:00,34316,34316
2352,17/09/2024 , 14:00:00,33548,33548
2353,17/09/2024 , 15:00:00,32524,32524
2354,17/09/2024 , 16:00:00,31756,31756
2355,17/09/2024 , 17:00:00,31500,31500
2356,17/09/2024 , 18:00:00,31244,31244
2357,17/09/2024 , 19:00:00,27660,27660
2358,17/09/2024 , 20:00:00,27404,27404
2359,17/09/2024 , 21:00:00,27148,27148
