Site Name ,ST-HENRI
Site Number ,100
Logger ,Capacitive Water Level
Logger Serial Number ,41387


Scan No ,Date and Time,       Capacitive Water Level,        ,
601,06/07/2024 , 15:00:00,2710,2710
602,06/07/2024 , 16:00:00,2705,2705
603,06/07/2024 , 17:00:00,2705,2705
604,06/07/2024 , 18:00:00,2698,2698
605,06/07/2024 , 19:00:00,2695,2695
606,06/07/2024 , 20:00:00,2692,2692
607,06/07/2024 , 21:00:00,2691,2691
608,06/07/2024 , 22:00:00,2690,2690
609,06/07/2024 , 23:00:00,2689,2689
610,06/07/2024 , 23:59:59,2689,2689
611,07/07/2024 , 01:00:00,2689,2689
612,07/07/2024 , 02:00:00,2688,2688
613,07/07/2024 , 03:00:00,2687,2687
614,07/07/2024 , 04:00:00,2687,2687
615,07/07/2024 , 05:00:00,2686,2686
616,07/07/2024 , 06:00:00,2686,2686
617,07/07/2024 , 07:00:00,2686,2686
618,07/07/2024 , 08:00:00,2684,2684
619,07/07/2024 , 09:00:00,2685,2685
620,07/07/2024 , 10:00:00,2687,2687
621,07/07/2024 , 11:00:00,2681,2681
622,07/07/2024 , 12:00:00,2674,2674
623,07/07/2024 , 13:00:00,2667,2667
624,07/07/2024 , 14:00:00,2661,2661
625,07/07/2024 , 15:00:00,2652,2652
626,07/07/2024 , 16:00:00,2648,2648
627,07/07/2024 , 17:00:00,2648,2648
628,07/07/2024 , 18:00:00,2647,2647
629,07/07/2024 , 19:00:00,2652,2652
630,07/07/2024 , 20:00:00,2656,2656
631,07/07/2024 , 21:00:00,2658,2658
632,07/07/2024 , 22:00:00,2659,2659
633,07/07/2024 , 23:00:00,2660,2660
634,07/07/2024 , 23:59:59,2661,2661
635,08/07/2024 , 01:00:00,2661,2661
636,08/07/2024 , 02:00:00,2661,2661
637,08/07/2024 , 03:00:00,2662,2662
638,08/07/2024 , 04:00:00,2663,2663
639,08/07/2024 , 05:00:00,2663,2663
640,08/07/2024 , 06:00:00,2666,2666
641,08/07/2024 , 07:00:00,2666,2666
642,08/07/2024 , 08:00:00,2666,2666
643,08/07/2024 , 09:00:00,2666,2666
644,08/07/2024 , 10:00:00,2661,2661
645,08/07/2024 , 11:00:00,2661,2661
646,08/07/2024 , 12:00:00,2645,2645
647,08/07/2024 , 13:00:00,2638,2638
648,08/07/2024 , 14:00:00,2631,2631
649,08/07/2024 , 15:00:00,2623,2623
650,08/07/2024 , 16:00:00,2618,2618
651,08/07/2024 , 17:00:00,2617,2617
652,08/07/2024 , 18:00:00,2618,2618
653,08/07/2024 , 19:00:00,2618,2618
654,08/07/2024 , 20:00:00,2622,2622
655,08/07/2024 , 21:00:00,2624,2624
656,08/07/2024 , 22:00:00,2624,2624
657,08/07/2024 , 23:00:00,2626,2626
658,08/07/2024 , 23:59:59,2627,2627
659,09/07/2024 , 01:00:00,2627,2627
660,09/07/2024 , 02:00:00,2627,2627
661,09/07/2024 , 03:00:00,2629,2629
662,09/07/2024 , 04:00:00,2631,2631
663,09/07/2024 , 05:00:00,2632,2632
664,09/07/2024 , 06:00:00,2634,2634
665,09/07/2024 , 07:00:00,2636,2636
666,09/07/2024 , 08:00:00,2635,2635
667,09/07/2024 , 09:00:00,2634,2634
668,09/07/2024 , 10:00:00,2631,2631
669,09/07/2024 , 11:00:00,2626,2626
670,09/07/2024 , 12:00:00,2671,2671
671,09/07/2024 , 13:00:00,2660,2660
672,09/07/2024 , 14:00:00,2648,2648
673,09/07/2024 , 15:00:00,2642,2642
674,09/07/2024 , 16:00:00,2640,2640
675,09/07/2024 , 17:00:00,2639,2639
676,09/07/2024 , 18:00:00,2634,2634
677,09/07/2024 , 19:00:00,2634,2634
678,09/07/2024 , 20:00:00,2636,2636
679,09/07/2024 , 21:00:00,2641,2641
680,09/07/2024 , 22:00:00,2673,2673
681,09/07/2024 , 23:00:00,2670,2670
682,09/07/2024 , 23:59:59,2668,2668
683,10/07/2024 , 01:00:00,2667,2667
684,10/07/2024 , 02:00:00,2667,2667
685,10/07/2024 , 03:00:00,2668,2668
686,10/07/2024 , 04:00:00,2667,2667
687,10/07/2024 , 05:00:00,2668,2668
688,10/07/2024 , 06:00:00,2670,2670
689,10/07/2024 , 07:00:00,2670,2670
690,10/07/2024 , 08:00:00,2670,2670
691,10/07/2024 , 09:00:00,2669,2669
692,10/07/2024 , 10:00:00,2664,2664
693,10/07/2024 , 11:00:00,2663,2663
694,10/07/2024 , 12:00:00,2654,2654
695,10/07/2024 , 13:00:00,2647,2647
696,10/07/2024 , 14:00:00,2645,2645
697,10/07/2024 , 15:00:00,2646,2646
698,10/07/2024 , 16:00:00,2687,2687
699,10/07/2024 , 17:00:00,2693,2693
700,10/07/2024 , 18:00:00,2703,2703
701,10/07/2024 , 19:00:00,2705,2705
702,10/07/2024 , 20:00:00,2717,2717
703,10/07/2024 , 21:00:00,2723,2723
704,10/07/2024 , 22:00:00,2722,2722
705,10/07/2024 , 23:00:00,2722,2722
706,10/07/2024 , 23:59:59,2717,2717
707,11/07/2024 , 01:00:00,2714,2714
708,11/07/2024 , 02:00:00,2708,2708
709,11/07/2024 , 03:00:00,2705,2705
710,11/07/2024 , 04:00:00,2702,2702
711,11/07/2024 , 05:00:00,2700,2700
712,11/07/2024 , 06:00:00,2709,2709
713,11/07/2024 , 07:00:00,2706,2706
714,11/07/2024 , 08:00:00,2704,2704
715,11/07/2024 , 09:00:00,2697,2697
716,11/07/2024 , 10:00:00,2693,2693
717,11/07/2024 , 11:00:00,2689,2689
718,11/07/2024 , 12:00:00,2702,2702
719,11/07/2024 , 13:00:00,2733,2733
720,11/07/2024 , 14:00:00,2729,2729
721,11/07/2024 , 15:00:00,2722,2722
722,11/07/2024 , 16:00:00,2719,2719
723,11/07/2024 , 17:00:00,2716,2716
724,11/07/2024 , 18:00:00,2714,2714
725,11/07/2024 , 19:00:00,2712,2712
726,11/07/2024 , 20:00:00,2711,2711
727,11/07/2024 , 21:00:00,2710,2710
728,11/07/2024 , 22:00:00,2709,2709
729,11/07/2024 , 23:00:00,2710,2710
730,11/07/2024 , 23:59:59,2708,2708
731,12/07/2024 , 01:00:00,2708,2708
732,12/07/2024 , 02:00:00,2707,2707
733,12/07/2024 , 03:00:00,2707,2707
734,12/07/2024 , 04:00:00,2705,2705
735,12/07/2024 , 05:00:00,2705,2705
736,12/07/2024 , 06:00:00,2705,2705
737,12/07/2024 , 07:00:00,2705,2705
738,12/07/2024 , 08:00:00,2704,2704
739,12/07/2024 , 09:00:00,2704,2704
740,12/07/2024 , 10:00:00,2707,2707
741,12/07/2024 , 11:00:00,2705,2705
742,12/07/2024 , 12:00:00,2702,2702
743,12/07/2024 , 13:00:00,2698,2698
744,12/07/2024 , 14:00:00,2696,2696
745,12/07/2024 , 15:00:00,2693,2693
746,12/07/2024 , 16:00:00,2688,2688
747,12/07/2024 , 17:00:00,2687,2687
748,12/07/2024 , 18:00:00,2687,2687
749,12/07/2024 , 19:00:00,2688,2688
750,12/07/2024 , 20:00:00,2691,2691
751,12/07/2024 , 21:00:00,2691,2691
752,12/07/2024 , 22:00:00,2690,2690
753,12/07/2024 , 23:00:00,2691,2691
754,12/07/2024 , 23:59:59,2691,2691
755,13/07/2024 , 01:00:00,2692,2692
756,13/07/2024 , 02:00:00,2692,2692
757,13/07/2024 , 03:00:00,2692,2692
758,13/07/2024 , 04:00:00,2692,2692
759,13/07/2024 , 05:00:00,2692,2692
760,13/07/2024 , 06:00:00,2693,2693
761,13/07/2024 , 07:00:00,2693,2693
762,13/07/2024 , 08:00:00,2694,2694
763,13/07/2024 , 09:00:00,2694,2694
764,13/07/2024 , 10:00:00,2692,2692
765,13/07/2024 , 11:00:00,2681,2681
766,13/07/2024 , 12:00:00,2681,2681
767,13/07/2024 , 13:00:00,2684,2684
768,13/07/2024 , 14:00:00,2686,2686
769,13/07/2024 , 15:00:00,2680,2680
770,13/07/2024 , 16:00:00,2678,2678
771,13/07/2024 , 17:00:00,2679,2679
772,13/07/2024 , 18:00:00,2681,2681
773,13/07/2024 , 19:00:00,2681,2681
774,13/07/2024 , 20:00:00,2682,2682
775,13/07/2024 , 21:00:00,2683,2683
776,13/07/2024 , 22:00:00,2683,2683
777,13/07/2024 , 23:00:00,2684,2684
778,13/07/2024 , 23:59:59,2684,2684
779,14/07/2024 , 01:00:00,2684,2684
780,14/07/2024 , 02:00:00,2684,2684
781,14/07/2024 , 03:00:00,2684,2684
782,14/07/2024 , 04:00:00,2684,2684
783,14/07/2024 , 05:00:00,2684,2684
784,14/07/2024 , 06:00:00,2685,2685
785,14/07/2024 , 07:00:00,2686,2686
786,14/07/2024 , 08:00:00,2686,2686
787,14/07/2024 , 09:00:00,2685,2685
788,14/07/2024 , 10:00:00,2683,2683
789,14/07/2024 , 11:00:00,2677,2677
790,14/07/2024 , 12:00:00,2669,2669
791,14/07/2024 , 13:00:00,2662,2662
792,14/07/2024 , 14:00:00,2654,2654
793,14/07/2024 , 15:00:00,2648,2648
794,14/07/2024 , 16:00:00,2645,2645
795,14/07/2024 , 17:00:00,2643,2643
796,14/07/2024 , 18:00:00,2641,2641
797,14/07/2024 , 19:00:00,2640,2640
798,14/07/2024 , 20:00:00,2640,2640
799,14/07/2024 , 21:00:00,2640,2640
800,14/07/2024 , 22:00:00,2641,2641
801,14/07/2024 , 23:00:00,2643,2643
802,14/07/2024 , 23:59:59,2646,2646
803,15/07/2024 , 01:00:00,2648,2648
804,15/07/2024 , 02:00:00,2651,2651
805,15/07/2024 , 03:00:00,2652,2652
806,15/07/2024 , 04:00:00,2656,2656
807,15/07/2024 , 05:00:00,2658,2658
808,15/07/2024 , 06:00:00,2661,2661
809,15/07/2024 , 07:00:00,2662,2662
810,15/07/2024 , 08:00:00,2664,2664
811,15/07/2024 , 09:00:00,2664,2664
812,15/07/2024 , 10:00:00,2659,2659
813,15/07/2024 , 11:00:00,2657,2657
814,15/07/2024 , 12:00:00,2653,2653
815,15/07/2024 , 13:00:00,2645,2645
816,15/07/2024 , 14:00:00,2635,2635
817,15/07/2024 , 15:00:00,2627,2627
818,15/07/2024 , 16:00:00,2620,2620
819,15/07/2024 , 17:00:00,2616,2616
820,15/07/2024 , 18:00:00,2615,2615
821,15/07/2024 , 19:00:00,2694,2694
822,15/07/2024 , 20:00:00,2684,2684
823,15/07/2024 , 21:00:00,2677,2677
824,15/07/2024 , 22:00:00,2675,2675
825,15/07/2024 , 23:00:00,2675,2675
826,15/07/2024 , 23:59:59,2675,2675
827,16/07/2024 , 01:00:00,2676,2676
828,16/07/2024 , 02:00:00,2676,2676
829,16/07/2024 , 03:00:00,2678,2678
830,16/07/2024 , 04:00:00,2711,2711
831,16/07/2024 , 05:00:00,2711,2711
832,16/07/2024 , 06:00:00,2700,2700
833,16/07/2024 , 07:00:00,2700,2700
834,16/07/2024 , 08:00:00,2699,2699
835,16/07/2024 , 09:00:00,2695,2695
836,16/07/2024 , 10:00:00,2685,2685
837,16/07/2024 , 11:00:00,2680,2680
838,16/07/2024 , 12:00:00,2674,2674
839,16/07/2024 , 13:00:00,2671,2671
840,16/07/2024 , 14:00:00,2667,2667
841,16/07/2024 , 15:00:00,2663,2663
842,16/07/2024 , 16:00:00,2661,2661
843,16/07/2024 , 17:00:00,2662,2662
844,16/07/2024 , 18:00:00,2666,2666
845,16/07/2024 , 19:00:00,2669,2669
846,16/07/2024 , 20:00:00,2671,2671
847,16/07/2024 , 21:00:00,2671,2671
848,16/07/2024 , 22:00:00,2672,2672
849,16/07/2024 , 23:00:00,2672,2672
850,16/07/2024 , 23:59:59,2672,2672
851,17/07/2024 , 01:00:00,2673,2673
852,17/07/2024 , 02:00:00,2673,2673
853,17/07/2024 , 03:00:00,2673,2673
854,17/07/2024 , 04:00:00,2673,2673
855,17/07/2024 , 05:00:00,2674,2674
856,17/07/2024 , 06:00:00,2674,2674
857,17/07/2024 , 07:00:00,2674,2674
858,17/07/2024 , 08:00:00,2674,2674
859,17/07/2024 , 09:00:00,2674,2674
860,17/07/2024 , 10:00:00,2673,2673
861,17/07/2024 , 11:00:00,2670,2670
862,17/07/2024 , 12:00:00,2661,2661
863,17/07/2024 , 13:00:00,2649,2649
864,17/07/2024 , 14:00:00,2643,2643
865,17/07/2024 , 15:00:00,2638,2638
866,17/07/2024 , 16:00:00,2630,2630
867,17/07/2024 , 17:00:00,2629,2629
868,17/07/2024 , 18:00:00,2627,2627
869,17/07/2024 , 19:00:00,2627,2627
870,17/07/2024 , 20:00:00,2629,2629
871,17/07/2024 , 21:00:00,2628,2628
872,17/07/2024 , 22:00:00,2629,2629
873,17/07/2024 , 23:00:00,2629,2629
874,17/07/2024 , 23:59:59,2630,2630
875,18/07/2024 , 01:00:00,2630,2630
876,18/07/2024 , 02:00:00,2632,2632
877,18/07/2024 , 03:00:00,2633,2633
878,18/07/2024 , 04:00:00,2633,2633
879,18/07/2024 , 05:00:00,2633,2633
880,18/07/2024 , 06:00:00,2636,2636
881,18/07/2024 , 07:00:00,2636,2636
882,18/07/2024 , 08:00:00,2636,2636
883,18/07/2024 , 09:00:00,2633,2633
884,18/07/2024 , 10:00:00,2623,2623
885,18/07/2024 , 11:00:00,2614,2614
886,18/07/2024 , 12:00:00,2611,2611
887,18/07/2024 , 13:00:00,2598,2598
888,18/07/2024 , 14:00:00,2591,2591
889,18/07/2024 , 15:00:00,2647,2647
890,18/07/2024 , 16:00:00,2632,2632
891,18/07/2024 , 17:00:00,2619,2619
892,18/07/2024 , 18:00:00,2710,2710
893,18/07/2024 , 19:00:00,2705,2705
894,18/07/2024 , 20:00:00,2693,2693
895,18/07/2024 , 21:00:00,2689,2689
896,18/07/2024 , 22:00:00,2686,2686
897,18/07/2024 , 23:00:00,2683,2683
898,18/07/2024 , 23:59:59,2682,2682
899,19/07/2024 , 01:00:00,2681,2681
900,19/07/2024 , 02:00:00,2681,2681
901,19/07/2024 , 03:00:00,2679,2679
902,19/07/2024 , 04:00:00,2679,2679
903,19/07/2024 , 05:00:00,2678,2678
904,19/07/2024 , 06:00:00,2679,2679
905,19/07/2024 , 07:00:00,2679,2679
906,19/07/2024 , 08:00:00,2676,2676
907,19/07/2024 , 09:00:00,2674,2674
908,19/07/2024 , 10:00:00,2671,2671
909,19/07/2024 , 11:00:00,2664,2664
910,19/07/2024 , 12:00:00,2653,2653
911,19/07/2024 , 13:00:00,2640,2640
912,19/07/2024 , 14:00:00,2629,2629
913,19/07/2024 , 15:00:00,2620,2620
914,19/07/2024 , 16:00:00,2612,2612
915,19/07/2024 , 17:00:00,2608,2608
916,19/07/2024 , 18:00:00,2606,2606
917,19/07/2024 , 19:00:00,2602,2602
918,19/07/2024 , 20:00:00,2602,2602
919,19/07/2024 , 21:00:00,2601,2601
920,19/07/2024 , 22:00:00,2601,2601
921,19/07/2024 , 23:00:00,2601,2601
922,19/07/2024 , 23:59:59,2602,2602
923,20/07/2024 , 01:00:00,2603,2603
924,20/07/2024 , 02:00:00,2603,2603
925,20/07/2024 , 03:00:00,2605,2605
926,20/07/2024 , 04:00:00,2605,2605
927,20/07/2024 , 05:00:00,2607,2607
928,20/07/2024 , 06:00:00,2609,2609
929,20/07/2024 , 07:00:00,2610,2610
930,20/07/2024 , 08:00:00,2609,2609
931,20/07/2024 , 09:00:00,2603,2603
932,20/07/2024 , 10:00:00,2596,2596
933,20/07/2024 , 11:00:00,2586,2586
934,20/07/2024 , 12:00:00,2575,2575
935,20/07/2024 , 13:00:00,2562,2562
936,20/07/2024 , 14:00:00,2550,2550
937,20/07/2024 , 15:00:00,2542,2542
938,20/07/2024 , 16:00:00,2536,2536
939,20/07/2024 , 17:00:00,2539,2539
940,20/07/2024 , 18:00:00,2679,2679
941,20/07/2024 , 19:00:00,2687,2687
942,20/07/2024 , 20:00:00,2711,2711
943,20/07/2024 , 21:00:00,2711,2711
944,20/07/2024 , 22:00:00,2701,2701
945,20/07/2024 , 23:00:00,2693,2693
946,20/07/2024 , 23:59:59,2689,2689
947,21/07/2024 , 01:00:00,2685,2685
948,21/07/2024 , 02:00:00,2681,2681
949,21/07/2024 , 03:00:00,2678,2678
950,21/07/2024 , 04:00:00,2677,2677
951,21/07/2024 , 05:00:00,2676,2676
952,21/07/2024 , 06:00:00,2676,2676
953,21/07/2024 , 07:00:00,2676,2676
954,21/07/2024 , 08:00:00,2675,2675
955,21/07/2024 , 09:00:00,2674,2674
956,21/07/2024 , 10:00:00,2670,2670
957,21/07/2024 , 11:00:00,2659,2659
958,21/07/2024 , 12:00:00,2647,2647
959,21/07/2024 , 13:00:00,2638,2638
960,21/07/2024 , 14:00:00,2628,2628
961,21/07/2024 , 15:00:00,2618,2618
962,21/07/2024 , 16:00:00,2608,2608
963,21/07/2024 , 17:00:00,2602,2602
964,21/07/2024 , 18:00:00,2598,2598
965,21/07/2024 , 19:00:00,2595,2595
966,21/07/2024 , 20:00:00,2596,2596
967,21/07/2024 , 21:00:00,2597,2597
968,21/07/2024 , 22:00:00,2595,2595
969,21/07/2024 , 23:00:00,2597,2597
970,21/07/2024 , 23:59:59,2597,2597
971,22/07/2024 , 01:00:00,2597,2597
972,22/07/2024 , 02:00:00,2598,2598
973,22/07/2024 , 03:00:00,2598,2598
974,22/07/2024 , 04:00:00,2598,2598
975,22/07/2024 , 05:00:00,2599,2599
976,22/07/2024 , 06:00:00,2600,2600
977,22/07/2024 , 07:00:00,2601,2601
978,22/07/2024 , 08:00:00,2600,2600
979,22/07/2024 , 09:00:00,2598,2598
980,22/07/2024 , 10:00:00,2593,2593
981,22/07/2024 , 11:00:00,2584,2584
982,22/07/2024 , 12:00:00,2573,2573
983,22/07/2024 , 13:00:00,2561,2561
984,22/07/2024 , 14:00:00,2549,2549
985,22/07/2024 , 15:00:00,2537,2537
986,22/07/2024 , 16:00:00,2528,2528
987,22/07/2024 , 17:00:00,2524,2524
988,22/07/2024 , 18:00:00,2524,2524
989,22/07/2024 , 19:00:00,2528,2528
990,22/07/2024 , 20:00:00,2532,2532
991,22/07/2024 , 21:00:00,2535,2535
992,22/07/2024 , 22:00:00,2538,2538
993,22/07/2024 , 23:00:00,2537,2537
994,22/07/2024 , 23:59:59,2542,2542
995,23/07/2024 , 01:00:00,2543,2543
996,23/07/2024 , 02:00:00,2544,2544
997,23/07/2024 , 03:00:00,2546,2546
998,23/07/2024 , 04:00:00,2550,2550
999,23/07/2024 , 05:00:00,2552,2552
1000,23/07/2024 , 06:00:00,2555,2555
1001,23/07/2024 , 07:00:00,2558,2558
1002,23/07/2024 , 08:00:00,2560,2560
1003,23/07/2024 , 09:00:00,2557,2557
1004,23/07/2024 , 10:00:00,2546,2546
1005,23/07/2024 , 11:00:00,2535,2535
1006,23/07/2024 , 12:00:00,2521,2521
1007,23/07/2024 , 13:00:00,2509,2509
1008,23/07/2024 , 14:00:00,2498,2498
1009,23/07/2024 , 15:00:00,2489,2489
1010,23/07/2024 , 16:00:00,2481,2481
1011,23/07/2024 , 17:00:00,2476,2476
1012,23/07/2024 , 18:00:00,2475,2475
1013,23/07/2024 , 19:00:00,2477,2477
1014,23/07/2024 , 20:00:00,2481,2481
1015,23/07/2024 , 21:00:00,2486,2486
1016,23/07/2024 , 22:00:00,2486,2486
1017,23/07/2024 , 23:00:00,2490,2490
1018,23/07/2024 , 23:59:59,2496,2496
1019,24/07/2024 , 01:00:00,2500,2500
1020,24/07/2024 , 02:00:00,2505,2505
1021,24/07/2024 , 03:00:00,2509,2509
1022,24/07/2024 , 04:00:00,2512,2512
1023,24/07/2024 , 05:00:00,2517,2517
1024,24/07/2024 , 06:00:00,2521,2521
1025,24/07/2024 , 07:00:00,2522,2522
1026,24/07/2024 , 08:00:00,2519,2519
1027,24/07/2024 , 09:00:00,2505,2505
1028,24/07/2024 , 10:00:00,2489,2489
1029,24/07/2024 , 11:00:00,2474,2474
1030,24/07/2024 , 12:00:00,2459,2459
1031,24/07/2024 , 13:00:00,2447,2447
1032,24/07/2024 , 14:00:00,2439,2439
1033,24/07/2024 , 15:00:00,2431,2431
1034,24/07/2024 , 16:00:00,2422,2422
1035,24/07/2024 , 17:00:00,2419,2419
1036,24/07/2024 , 18:00:00,2425,2425
1037,24/07/2024 , 19:00:00,2430,2430
1038,24/07/2024 , 20:00:00,2432,2432
1039,24/07/2024 , 21:00:00,2436,2436
1040,24/07/2024 , 22:00:00,2453,2453
1041,24/07/2024 , 23:00:00,2468,2468
1042,24/07/2024 , 23:59:59,2658,2658
1043,25/07/2024 , 01:00:00,2694,2694
1044,25/07/2024 , 02:00:00,2683,2683
1045,25/07/2024 , 03:00:00,2673,2673
1046,25/07/2024 , 04:00:00,2674,2674
1047,25/07/2024 , 05:00:00,2666,2666
1048,25/07/2024 , 06:00:00,2666,2666
1049,25/07/2024 , 07:00:00,2725,2725
1050,25/07/2024 , 08:00:00,2729,2729
1051,25/07/2024 , 09:00:00,2730,2730
1052,25/07/2024 , 10:00:00,2725,2725
1053,25/07/2024 , 11:00:00,2712,2712
1054,25/07/2024 , 12:00:00,2703,2703
1055,25/07/2024 , 13:00:00,2693,2693
1056,25/07/2024 , 14:00:00,2683,2683
1057,25/07/2024 , 15:00:00,2678,2678
1058,25/07/2024 , 16:00:00,2676,2676
1059,25/07/2024 , 17:00:00,2674,2674
1060,25/07/2024 , 18:00:00,2673,2673
1061,25/07/2024 , 19:00:00,2693,2693
1062,25/07/2024 , 20:00:00,2689,2689
1063,25/07/2024 , 21:00:00,2692,2692
1064,25/07/2024 , 22:00:00,2688,2688
1065,25/07/2024 , 23:00:00,2685,2685
1066,25/07/2024 , 23:59:59,2684,2684
1067,26/07/2024 , 01:00:00,2684,2684
1068,26/07/2024 , 02:00:00,2684,2684
1069,26/07/2024 , 03:00:00,2683,2683
1070,26/07/2024 , 04:00:00,2681,2681
1071,26/07/2024 , 05:00:00,2679,2679
1072,26/07/2024 , 06:00:00,2680,2680
1073,26/07/2024 , 07:00:00,2680,2680
1074,26/07/2024 , 08:00:00,2680,2680
1075,26/07/2024 , 09:00:00,2678,2678
1076,26/07/2024 , 10:00:00,2676,2676
1077,26/07/2024 , 11:00:00,2671,2671
1078,26/07/2024 , 12:00:00,2665,2665
1079,26/07/2024 , 13:00:00,2651,2651
1080,26/07/2024 , 14:00:00,2643,2643
1081,26/07/2024 , 15:00:00,2637,2637
1082,26/07/2024 , 16:00:00,2632,2632
1083,26/07/2024 , 17:00:00,2633,2633
1084,26/07/2024 , 18:00:00,2631,2631
1085,26/07/2024 , 19:00:00,2630,2630
1086,26/07/2024 , 20:00:00,2630,2630
1087,26/07/2024 , 21:00:00,2630,2630
1088,26/07/2024 , 22:00:00,2630,2630
1089,26/07/2024 , 23:00:00,2631,2631
1090,26/07/2024 , 23:59:59,2631,2631
1091,27/07/2024 , 01:00:00,2630,2630
1092,27/07/2024 , 02:00:00,2631,2631
1093,27/07/2024 , 03:00:00,2632,2632
1094,27/07/2024 , 04:00:00,2632,2632
1095,27/07/2024 , 05:00:00,2633,2633
1096,27/07/2024 , 06:00:00,2635,2635
1097,27/07/2024 , 07:00:00,2637,2637
1098,27/07/2024 , 08:00:00,2636,2636
1099,27/07/2024 , 09:00:00,2636,2636
1100,27/07/2024 , 10:00:00,2631,2631
1101,27/07/2024 , 11:00:00,2624,2624
1102,27/07/2024 , 12:00:00,2616,2616
1103,27/07/2024 , 13:00:00,2604,2604
1104,27/07/2024 , 14:00:00,2595,2595
1105,27/07/2024 , 15:00:00,2585,2585
1106,27/07/2024 , 16:00:00,2576,2576
1107,27/07/2024 , 17:00:00,2573,2573
1108,27/07/2024 , 18:00:00,2575,2575
1109,27/07/2024 , 19:00:00,2577,2577
1110,27/07/2024 , 20:00:00,2582,2582
1111,27/07/2024 , 21:00:00,2586,2586
1112,27/07/2024 , 22:00:00,2588,2588
1113,27/07/2024 , 23:00:00,2591,2591
1114,27/07/2024 , 23:59:59,2592,2592
1115,28/07/2024 , 01:00:00,2591,2591
1116,28/07/2024 , 02:00:00,2593,2593
1117,28/07/2024 , 03:00:00,2595,2595
1118,28/07/2024 , 04:00:00,2597,2597
1119,28/07/2024 , 05:00:00,2598,2598
1120,28/07/2024 , 06:00:00,2601,2601
1121,28/07/2024 , 07:00:00,2603,2603
1122,28/07/2024 , 08:00:00,2603,2603
1123,28/07/2024 , 09:00:00,2602,2602
1124,28/07/2024 , 10:00:00,2597,2597
1125,28/07/2024 , 11:00:00,2581,2581
1126,28/07/2024 , 12:00:00,2567,2567
1127,28/07/2024 , 13:00:00,2554,2554
1128,28/07/2024 , 14:00:00,2540,2540
1129,28/07/2024 , 15:00:00,2529,2529
1130,28/07/2024 , 16:00:00,2521,2521
1131,28/07/2024 , 17:00:00,2516,2516
1132,28/07/2024 , 18:00:00,2517,2517
1133,28/07/2024 , 19:00:00,2526,2526
1134,28/07/2024 , 20:00:00,2533,2533
1135,28/07/2024 , 21:00:00,2541,2541
1136,28/07/2024 , 22:00:00,2546,2546
1137,28/07/2024 , 23:00:00,2549,2549
1138,28/07/2024 , 23:59:59,2550,2550
1139,29/07/2024 , 01:00:00,2552,2552
1140,29/07/2024 , 02:00:00,2554,2554
1141,29/07/2024 , 03:00:00,2556,2556
1142,29/07/2024 , 04:00:00,2559,2559
1143,29/07/2024 , 05:00:00,2562,2562
1144,29/07/2024 , 06:00:00,2566,2566
1145,29/07/2024 , 07:00:00,2569,2569
1146,29/07/2024 , 08:00:00,2570,2570
1147,29/07/2024 , 09:00:00,2569,2569
1148,29/07/2024 , 10:00:00,2559,2559
1149,29/07/2024 , 11:00:00,2536,2536
1150,29/07/2024 , 12:00:00,2517,2517
1151,29/07/2024 , 13:00:00,2504,2504
1152,29/07/2024 , 14:00:00,2494,2494
1153,29/07/2024 , 15:00:00,2485,2485
1154,29/07/2024 , 16:00:00,2474,2474
1155,29/07/2024 , 17:00:00,2471,2471
1156,29/07/2024 , 18:00:00,2473,2473
1157,29/07/2024 , 19:00:00,2475,2475
1158,29/07/2024 , 20:00:00,2482,2482
1159,29/07/2024 , 21:00:00,2489,2489
1160,29/07/2024 , 22:00:00,2497,2497
1161,29/07/2024 , 23:00:00,2499,2499
1162,29/07/2024 , 23:59:59,2499,2499
1163,30/07/2024 , 01:00:00,2502,2502
1164,30/07/2024 , 02:00:00,2506,2506
1165,30/07/2024 , 03:00:00,2511,2511
1166,30/07/2024 , 04:00:00,2514,2514
1167,30/07/2024 , 05:00:00,2519,2519
1168,30/07/2024 , 06:00:00,2523,2523
1169,30/07/2024 , 07:00:00,2526,2526
1170,30/07/2024 , 08:00:00,2527,2527
1171,30/07/2024 , 09:00:00,2525,2525
1172,30/07/2024 , 10:00:00,2519,2519
1173,30/07/2024 , 11:00:00,2507,2507
1174,30/07/2024 , 12:00:00,2505,2505
1175,30/07/2024 , 13:00:00,2498,2498
1176,30/07/2024 , 14:00:00,2483,2483
1177,30/07/2024 , 15:00:00,2471,2471
1178,30/07/2024 , 16:00:00,2730,2730
1179,30/07/2024 , 17:00:00,2726,2726
1180,30/07/2024 , 18:00:00,2715,2715
1181,30/07/2024 , 19:00:00,2707,2707
1182,30/07/2024 , 20:00:00,2700,2700
1183,30/07/2024 , 21:00:00,2697,2697
1184,30/07/2024 , 22:00:00,2694,2694
1185,30/07/2024 , 23:00:00,2690,2690
1186,30/07/2024 , 23:59:59,2688,2688
1187,31/07/2024 , 01:00:00,2686,2686
1188,31/07/2024 , 02:00:00,2684,2684
1189,31/07/2024 , 03:00:00,2684,2684
1190,31/07/2024 , 04:00:00,2682,2682
1191,31/07/2024 , 05:00:00,2681,2681
1192,31/07/2024 , 06:00:00,2681,2681
1193,31/07/2024 , 07:00:00,2682,2682
1194,31/07/2024 , 08:00:00,2682,2682
1195,31/07/2024 , 09:00:00,2683,2683
1196,31/07/2024 , 10:00:00,2687,2687
