file.uid;lat.garmin.dms;long.garmin.dms;measure_status;site.uid;well.uid;trmnt.uid;lab.probe.id;probe.uid;probe.brand;cal.neg.length1_mm;cal.value1;cal.neg.length2_mm;cal.value2;cal.neg.length3_mm;cal.value3;long.fil.cm;comment;day.begining.aaaa.mm.dd.hh.mm;day.end.aaaa.mm.dd.hh.mm;out.mean.cm;out.1.a.cm;out.1.b.cm;out.1.c.cm;out.2.a.cm;out.2.b.cm;out.2.c.cm;in.bulleur1.prof.cm;in.bulleur1.rel.to.surface.cm;in.bulleur1.date.aaaammdd;in.bulleur1.time.tz.orig;in.bulleur1.obs;in.bulleur2.prof.cm;in.bulleur2.rel.to.surface.cm;in.bulleur2.date.aaaammdd;in.bulleur2.time.tz.orig;in.bulleur2.obs;in.bulleur3.prof.cm;in.bulleur3.rel.to.surface.cm;in.bulleur3.date.aaaammdd;in.bulleur3.time.tz.orig;in.bulleur3.obs;in.bulleur4.prof.cm;in.bulleur4.rel.to.surface.cm;in.bulleur4.date.aaaammdd;in.bulleur4.time.tz.orig;in.bulleur4.obs;in.bulleur.measure.status
41384_20251203;46,70613;-71,06422;verified;STH;STH.ch2.D2.p4,5m.2025;STH.ch2.D2;shannon_008;41384;ODYSSEY;-800;1510;-200;2443;;;80;;2025-05-03 17:00;2025-11-27 10:00;22,8;0;0;0;0;0;0;55,6;-55,6;2025-07-30;13:47:01;"AG;AP";64,5;-64,5;2025-09-18;15:15:00;AG;64;-64;2025-10-16;11:25:00;AG;45,5;-45,5;2025-11-27;09:19:00;AG;
41382_20251203;46,70609;-71,0642;rejected (problems);STH;STH.ch2.D2.p6m.2025;STH.ch2.D2;Shannon_009;41382;ODYSSEY;-800;1536;-200;2465;;;80;;2025-05-03 17:00;2025-11-27 10:00;18,3;0;0;0;0;0;0;48,5;-48,5;2025-07-30;13:48:01;"AG;AP";74;-74;2025-09-18;15:15:00;AG;71;-71;2025-10-16;11:32:00;AG;33,25;-33,25;2025-11-27;09:24:00;AG;
41359_20251203;46,70609;-71,06419;verified;STH;STH.ch2.D2.p8m.2025;STH.ch2.D2;;41359;ODYSSEY;-800;1726;-200;2963;;;80;;2025-05-03 17:00;2025-11-27 10:00;16,8;0;0;0;0;0;0;38;-38;2025-07-30;13:49:01;"AG;AP";67,5;-67,5;2025-09-18;15:15:00;AG;67,75;-67,75;2025-10-16;11:33:00;AG;23,75;-23,75;2025-11-27;09:25:00;AG;
42564_20251203;46,70608;-71,06423;verified;STH;STH.ch2.D2.p9m.2025;STH.ch2.D2;;42564;ODYSSEY;-1400;1839;-200;3711;;;140;;2025-05-03 17:00;2025-11-27 10:00;20;0;0;0;0;0;0;58;-58;2025-07-30;13:52:01;"AG;AP";87,5;-87,5;2025-09-18;15:15:00;AG;87,5;-87,5;2025-10-16;11:34:00;AG;48,5;-48,5;2025-11-27;09:28:00;AG;
41362_20241125;NA;NA;approved;STH;STH.ch2.D3.10m.2024;STH.ch2.D3;NA;41362;ODYSSEY;-800;1647;-200;2739;-600;2011;80;;2024-06-13 15:00;2024-11-14 11:00;28,87;0;0;0;0;0;0;63,3;-63,3;2024-11-14;10:00:01;AP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
41366_20241125;NA;NA;approved;STH;STH.ch2.D3.30m.2024;STH.ch2.D3;NA;41366;ODYSSEY;-800;1537;-200;2435;-374,3875278;2174;80;;2024-06-13 15:00;2024-11-14 11:00;24,07;0;0;0;0;0;0;41,5;-41,5;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
41370_20241125;NA;NA;approved;STH;STH.ch2.D3.7m.2024;STH.ch2.D3;NA;41370;ODYSSEY;-800;1639;-200;2716;-415,5988858;2329;80;;2024-06-13 15:00;2024-11-14 11:00;30,53;0;0;0;0;0;0;44;-44;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
41387_20241125;NA;NA;approved;STH;STH.ch2.D3.m1m.2024;STH.ch2.D3;NA;41387;ODYSSEY;-800;1638;-200;2759;-310,793934;2552;80;;2024-06-13 15:00;2024-11-14 11:00;31,87;0;0;0;0;0;0;29;-29;2024-11-14;09:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22063156_20250721;47,62245;-64,83128;approved;INK;INK.NA.barometricStation.2025;INK.NA.barometricStation;NA;22063156;HOBO U20L;;;NA;;;;NA;"station barometrique dans MareC1 à +30m environ. #22063156 sonde. 47,62245; -64,83128. Données prises le 21-07-2025.";2025-05-26 14:00;2025-07-21 11:00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22063156_20251202;47,62245;-64,83128;verified;INK;INK.NA.barometricStation.2025;INK.NA.barometricStation;NA;22063156;HOBO U20L;;;NA;;;;NA;"station barometrique dans MareC1 à +30m environ. #22063156 sonde. 47,62245; -64,83128. Données prises le 21-07-2025.";2025-05-26 14:00;2025-11-13 12:00;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22224401_20250723;47,17922;-65,18117;approved;BRNTC;BRNTC.NA.barometricStation.2025;BRNTC.NA.barometricStation;NA;22224401;HOBO U20L;;;NA;;;;NA;;2025-05-29 14:00;2025-07-23 07:00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22063138_20251202;47,62722;-64,83357;verified;INK;INK.ch3.berms.1.2025;INK.ch3.berms;NA;22063138;HOBO U20L;;;NA;;;;137;"echantillon ph ec pris, out 21 juill 50;49,5;48,7, bulleur1 pris en retirant lvlogger";2025-05-30 15:00;2025-11-13 13:00;47,5;0;0;0;0;0;0;135,8;-135,8;2025-07-21;14:17:01;"AP;AG";108,5;-108,5;2025-11-13;12:07:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22063143_20251202;47,62704;-64,8336;verified;INK;INK.ch3.berms.2.2025;INK.ch3.berms;NA;22063143;HOBO U20L;;;NA;;;;155,5;bulleur 1 changé (ajouté 1 m de profondeur);2025-05-30 15:00;2025-11-13 13:00;21,5;0;0;0;0;0;0;134,6;-134,6;2025-07-21;14:09:01;"AP;AG";163;-163;2025-11-13;11:07:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22195245_20251210;47,62682;-64,83363;verified;INK;INK.ch3.berms.3.2025;INK.ch3.berms;NA;22195245;HOBO U20L;;;NA;;;;141;bulleur1 pris en retirant lvlogger;2025-05-30 15:00;2025-11-13 13:00;59,2;0;0;0;0;0;0;148,1;-148,1;2025-07-21;14:15:01;"AP;AG";147,25;-147,25;2025-11-13;12:19:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22195244_20250721;47,62749;-64,8191;approved;INK;INK.ch3.C_cad.1.2025;INK.ch3.C_cad;NA;22195244;HOBO U20L;;;;;;;171,1;.cad. = position caduque à partir de juillet = contrôle route déplacé à la position finale // données valides en tout temps par contre;2025-05-30 14:00;2025-07-21 09:00;51,9;0;0;0;0;0;0;187,8;-187,8;2025-07-21;07:40:01;"AG;AP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22195246_20251210;47,62891;-64,81193;verified;INK;INK.ch3.C.1.2025;INK.ch3.C;NA;22195246;HOBO U20L;;;NA;;;;166,6;;2025-07-26 16:00;2025-11-13 13:00;25;0;0;0;0;0;0;119,25;-119,25;2025-11-13;11:47:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22195246_20250721;47,62741;-64,81912;approved;INK;INK.ch3.C_cad.2.2025;INK.ch3.C_cad;NA;22195246;HOBO U20L;;;;;;;236,3;.cad. = position caduque à partir de juillet = contrôle route déplacé à la position finale // données valides en tout temps par contre;2025-05-30 14:00;2025-07-21 09:00;42;0;0;0;0;0;0;183,6;-183,6;2025-07-21;07:48:01;"AG;AP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22195244_20251125;47,62879;-64,812;verified;INK;INK.ch3.C.2.2025;INK.ch3.C;NA;22195244;HOBO U20L;;;NA;;;;247,3;15cm sable surface;2025-07-26 16:00;2025-11-13 13:00;50,4;0;0;0;0;0;0;171,5;-171,5;2025-11-13;11:47:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22195248_20250721;47,6271;-64,81913;approved;INK;INK.ch3.C_cad.3.2025;INK.ch3.C_cad;NA;22195248;HOBO U20L;;;;;;;135,3;"out 21 juill 25,4;25,6;24,7 -> depuis le 15 juin  / .cad. = position caduque à partir de juillet = contrôle route déplacé à la position finale // données valides en tout temps par contre";2025-06-23 14:00;2025-07-21 10:00;25,2;0;0;0;0;0;0;149,3;-149,3;2025-07-21;08:05:01;"AG;AP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22195248_20250721;47,6271;-64,81913;approved;INK;INK.ch3.C_cad.3.2025;INK.ch3.C_cad;NA;22195248;HOBO U20L;;;;;;;135,3;out orig ici / bulleur nécessaire ? mm calib que son homologue 22195248_2025 / .cad. = position caduque à partir de juillet = contrôle route déplacé à la position finale // données valides en tout temps par contre;2025-05-30 14:00;2025-06-15 10:00;49;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22195248_20251125;47,62868;-64,81202;verified;INK;INK.ch3.C.3.2025;INK.ch3.C;NA;22195248;HOBO U20L;;;NA;;;;135,3;;2025-07-26 16:00;2025-11-13 13:00;33;0;0;0;0;0;0;73;-73;2025-11-13;11:47:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22195247_20251210;47,62545;-64,83363;verified;INK;INK.ch3.rmvd.1.2025;INK.ch3.rmvd;NA;22195247;HOBO U20L;;;NA;;;;134,2;;2025-07-26 14:00;2025-11-13 12:00;48,6;0;0;0;0;0;0;81,5;-81,5;2025-11-13;10:57:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22220789_20251202;47,64523;-64,83363;verified;INK;INK.ch3.rmvd.2.2025;INK.ch3.rmvd;NA;22220789;HOBO U20L;;;NA;;;;131,2;installer juill/août;2025-07-26 14:00;2025-11-13 12:00;39,1;0;0;0;0;0;0;64,5;-64,5;2025-11-13;10:56:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22220788_20251202;47,62498;-64,83364;verified;INK;INK.ch3.rmvd.3.2025;INK.ch3.rmvd;NA;22220788;HOBO U20L;;;NA;;;;131,5;;2025-07-26 14:00;2025-11-13 12:00;60,6;0;0;0;0;0;0;105;-105;2025-11-13;10:54:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22063137_20251202;47,62712;-64,83665;verified;INK;INK.ch3.sprd.1.2025;INK.ch3.sprd;NA;22063137;HOBO U20L;;;NA;;;;138,1;"sprdd officiel=berms ancien (pré 28 mai, pré puits) / autour des puits = contaminé par minéral parfois, out 21 juil 36,4;38,1;38,5";2025-05-30 16:00;2025-11-13 13:00;37,67;0;0;0;0;0;0;133,5;-133,5;2025-07-21;14:32:01;"AP;AG";102;-102;2025-11-13;12:07:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22063155_20251210;47,62696;-64,83667;verified;INK;INK.ch3.sprd.2.2025;INK.ch3.sprd;NA;22063155;HOBO U20L;;;NA;;;;180,4;sprdd officiel=berms ancien (pré 28 mai, pré puits);2025-05-30 16:00;2025-11-13 13:00;36,8;0;0;0;0;0;0;115,1;-115,1;2025-07-21;14:28:01;"AP;AG";123,5;-123,5;2025-11-13;12:07:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
22220783_20251202;47,62677;-64,83679;rejected;INK;INK.ch3.sprd.3.2025;INK.ch3.sprd;NA;22220783;HOBO U20L;;;NA;;;;131,2;sprdd officiel=berms ancien (pré 28 mai, pré puits) / problème sonde ??;2025-05-30 16:00;2025-11-13 13:00;20,77;0;0;0;0;0;0;110,2;-110,2;2025-07-21;14:30:01;"AP;AG";86,75;-86,75;2025-11-13;11:07:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
