"Titre de tracé : Burnt Church"
"#","Date Heure, GMT-03:00","Pres. abs., kPa (LGR S/N: 22224402, SEN S/N: 22224402)","Temp., °C (LGR S/N: 22224402, SEN S/N: 22224402)","Coupleur détaché (LGR S/N: 22224402)","Coupleur attaché (LGR S/N: 22224402)","Hôte connecté (LGR S/N: 22224402)","Arrêté (LGR S/N: 22224402)","Fin de fichier (LGR S/N: 22224402)"
1,07/16/25 08:00:00 PM,100.534,32.704,Enregistré,,,,
2,07/16/25 09:00:00 PM,100.617,34.058,,,,,
3,07/16/25 10:00:00 PM,100.653,33.535,,,,,
4,07/16/25 11:00:00 PM,100.640,32.497,,,,,
5,07/17/25 12:00:00 AM,100.581,31.166,,,,,
6,07/17/25 01:00:00 AM,100.534,29.853,,,,,
7,07/17/25 02:00:00 AM,100.506,28.655,,,,,
8,07/17/25 03:00:00 AM,100.436,27.567,,,,,
9,07/17/25 04:00:00 AM,100.403,26.488,,,,,
10,07/17/25 05:00:00 AM,100.372,25.610,,,,,
11,07/17/25 06:00:00 AM,100.392,24.931,,,,,
12,07/17/25 07:00:00 AM,100.548,24.158,,,,,
13,07/17/25 08:00:00 AM,100.548,24.931,,,,,
14,07/17/25 09:00:00 AM,100.534,26.781,,,,,
15,07/17/25 10:00:00 AM,100.543,29.652,,,,,
16,07/17/25 11:00:00 AM,100.572,32.911,,,,,
17,07/17/25 12:00:00 PM,100.627,35.971,,,,,
18,07/17/25 01:00:00 PM,100.672,38.826,,,,,
19,07/17/25 02:00:00 PM,100.578,40.185,,,,,
20,07/17/25 03:00:00 PM,100.565,41.692,,,,,
21,07/17/25 04:00:00 PM,100.140,36.295,,,,,
22,07/17/25 05:00:00 PM,100.113,34.479,,,,,
23,07/17/25 06:00:00 PM,100.116,35.756,,,,,
24,07/17/25 07:00:00 PM,100.106,35.971,,,,,
25,07/17/25 08:00:00 PM,100.056,35.222,,,,,
26,07/17/25 09:00:00 PM,99.937,33.848,,,,,
27,07/17/25 10:00:00 PM,99.895,32.394,,,,,
28,07/17/25 11:00:00 PM,99.820,31.166,,,,,
29,07/18/25 12:00:00 AM,99.723,30.154,,,,,
30,07/18/25 01:00:00 AM,99.537,29.252,,,,,
31,07/18/25 02:00:00 AM,99.514,28.456,,,,,
32,07/18/25 03:00:00 AM,99.451,27.764,,,,,
33,07/18/25 04:00:00 AM,99.358,27.173,,,,,
34,07/18/25 05:00:00 AM,99.350,26.585,,,,,
35,07/18/25 06:00:00 AM,99.326,26.097,,,,,
36,07/18/25 07:00:00 AM,99.563,24.641,,,,,
37,07/18/25 08:00:00 AM,99.661,24.351,,,,,
38,07/18/25 09:00:00 AM,99.782,25.610,,,,,
39,07/18/25 10:00:00 AM,99.914,28.159,,,,,
40,07/18/25 11:00:00 AM,100.093,30.760,,,,,
41,07/18/25 12:00:00 PM,100.224,32.600,,,,,
42,07/18/25 01:00:00 PM,100.331,33.953,,,,,
43,07/18/25 02:00:00 PM,100.433,34.903,,,,,
44,07/18/25 03:00:00 PM,100.555,36.511,,,,,
45,07/18/25 04:00:00 PM,100.544,33.535,,,,,
46,07/18/25 05:00:00 PM,100.442,29.752,,,,,
47,07/18/25 06:00:00 PM,100.536,32.394,,,,,
48,07/18/25 07:00:00 PM,100.623,32.600,,,,,
49,07/18/25 08:00:00 PM,100.687,30.963,,,,,
50,07/18/25 09:00:00 PM,100.687,29.152,,,,,
51,07/18/25 10:00:00 PM,100.723,27.370,,,,,
52,07/18/25 11:00:00 PM,100.757,25.610,,,,,
53,07/19/25 12:00:00 AM,100.762,23.966,,,,,
54,07/19/25 01:00:00 AM,100.772,22.429,,,,,
55,07/19/25 02:00:00 AM,100.785,21.091,,,,,
56,07/19/25 03:00:00 AM,100.808,19.758,,,,,
57,07/19/25 04:00:00 AM,100.834,18.616,,,,,
58,07/19/25 05:00:00 AM,100.854,17.570,,,,,
59,07/19/25 06:00:00 AM,100.901,16.713,,,,,
60,07/19/25 07:00:00 AM,100.909,16.237,,,,,
61,07/19/25 08:00:00 AM,100.910,17.094,,,,,
62,07/19/25 09:00:00 AM,100.932,19.662,,,,,
63,07/19/25 10:00:00 AM,100.891,23.773,,,,,
64,07/19/25 11:00:00 AM,100.699,24.545,,,,,
65,07/19/25 12:00:00 PM,100.993,27.272,,,,,
66,07/19/25 01:00:00 PM,100.986,32.600,,,,,
67,07/19/25 02:00:00 PM,100.918,30.154,,,,,
68,07/19/25 03:00:00 PM,100.829,30.255,,,,,
69,07/19/25 04:00:00 PM,100.527,30.760,,,,,
70,07/19/25 05:00:00 PM,100.743,31.574,,,,,
71,07/19/25 06:00:00 PM,100.675,31.472,,,,,
72,07/19/25 07:00:00 PM,100.646,30.558,,,,,
73,07/19/25 08:00:00 PM,100.660,30.255,,,,,
74,07/19/25 09:00:00 PM,100.707,29.252,,,,,
75,07/19/25 10:00:00 PM,100.680,27.764,,,,,
76,07/19/25 11:00:00 PM,100.677,26.292,,,,,
77,07/20/25 12:00:00 AM,100.684,25.125,,,,,
78,07/20/25 01:00:00 AM,100.616,24.255,,,,,
79,07/20/25 02:00:00 AM,100.584,23.388,,,,,
80,07/20/25 03:00:00 AM,100.540,22.525,,,,,
81,07/20/25 04:00:00 AM,100.487,21.569,,,,,
82,07/20/25 05:00:00 AM,100.518,20.615,,,,,
83,07/20/25 06:00:00 AM,100.484,19.758,,,,,
84,07/20/25 07:00:00 AM,100.489,19.377,,,,,
85,07/20/25 08:00:00 AM,100.481,19.282,,,,,
86,07/20/25 09:00:00 AM,100.490,21.760,,,,,
