file.uid;lat.garmin.dms;long.garmin.dms;measure_type;measure_status;chapitre;site.uid;well.uid;trmnt.uid;lab.probe.id;probe.uid;probe.brand;cal.length.cm;long.fil.cm;cal.order;long_negative_cal.length_mm;cal.value;comment;day.begining.aaaa.mm.dd.hh.mm;day.end.aaaa.mm.dd.hh.mm;distance.m;out.long.tuyau.sol.cm;pt.haut.cm;pt.bas1.cm;pt.bas2.cm;pt.bas3.cm;in.bulleur1.prof.cm;in.bulleur1.rel.to.surface.cm;in.bulleur1.date.aaaammdd;in.bulleur1.time.tz.orig;in.bulleur1.obs;in.bulleur2.prof.cm;in.bulleur2.rel.to.surface.cm;in.bulleur2.date.aaaammdd;in.bulleur2.time.tz.orig;in.bulleur2.obs;in.bulleur3.prof.cm;in.bulleur3.rel.to.surface.cm;in.bulleur3.date.aaaammdd;in.bulleur3.time.tz.orig;in.bulleur3.obs;in.bulleur4.prof.cm;in.bulleur4.rel.to.surface.cm;in.bulleur4.date.aaaammdd;in.bulleur4.time.tz.orig;in.bulleur4.obs;x.archive.cal.station_id
41379_20251203;46,70606;-71,06422;calibration;verified;ch2;STH;STH.D2.p10,5m.2025;STH.D2;;41379;ODYSSEY;80;80;1;-800;1641;* SONDE SUR TY-WRAP = +5cm - 5 mai tywrap sur haut tuyau à  ligne noire / 30 juillet: embout tro petit pas installe tjrs sur tywrap/ CHANGER EN JUIN, REFAIRE 3 LIGNES DE CALIBRATION / # photo 0614;2025-05-03 17:00;2025-11-27 10:00;10,5;12,5;12,5;0;0;0;50,3;-50,3;2025-07-30;10:15:01;"AG;AP";79,5;-79,5;2025-09-18;15:15:00;AG;81,5;-81,5;2025-10-16;11:32:00;AG;44,5;-44,5;2025-11-27;10:33:00;AG;NA
41379_20251203;46,70606;-71,06422;calibration;verified;ch2;STH;STH.D2.p10,5m.2025;STH.D2;;41379;ODYSSEY;20;80;2;-200;2759;pourquoi mesuré 18/19 cm out le 27 nov ?;2025-05-03 17:00;2025-11-27 10:00;10,5;12,5;12,5;0;0;0;50,3;-50,3;2025-07-30;10:15:01;"AG;AP";79,5;-79,5;2025-09-18;15:15:00;AG;81,5;-81,5;2025-10-16;11:32:00;AG;44,5;-44,5;2025-11-27;10:33:00;AG;NA
41379_20251203;46,70606;-71,06422;offset_measurement;verified;ch2;STH;STH.D2.p10,5m.2025;STH.D2;;41379;ODYSSEY;;80;NA;NA;;;2025-05-03 17:00;2025-11-27 10:00;10,5;12,5;12,5;0;0;0;50,3;-50,3;2025-07-30;10:15:01;"AG;AP";79,5;-79,5;2025-09-18;15:15:00;AG;81,5;-81,5;2025-10-16;11:32:00;AG;44,5;-44,5;2025-11-27;10:33:00;AG;NA
41374_20251128;46,70606;-71,06432;calibration;pending_approbation;ch2;STH;STH.D2.p15m.2025;STH.D2;shannon_011 (2025);41374;ODYSSEY;80;80;1;-800;1756;CORRIGE 31 JUILLET 2025 // constante de correction de la profondeur nappe (+5,25+5,7) = 10,95 cm  // voir commentaire complet sonde 25m * SONDE SUR TY-WRAP = +5,25cm ligne noire a ty wrap- tuyau et 5,7 cm ligne noire-haut gris a tuyau / CHANGER EN JUIN, REFAIRE 3 LIGNES DE CALIBRATION / # photo 0614;2025-05-03 17:00;2025-07-30 10:00;15;14;14;0;0;0;50,5;-50,5;2025-07-30;08:43:01;"AG;AP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
41374_20251128;46,70606;-71,06432;calibration;pending_approbation;ch2;STH;STH.D2.p15m.2025;STH.D2;shannon_011 (2025);41374;ODYSSEY;20;80;2;-200;2964;CORRIGE 31 JUILLET 2025 // constante de correction de la profondeur nappe (+5,25+5,7) = 10,95 cm  // voir commentaire complet sonde 25m * SONDE SUR TY-WRAP = +5,25cm ligne noire a ty wrap- tuyau et 5,7 cm ligne noire-haut gris a tuyau / CHANGER EN JUIN, REFAIRE 3 LIGNES DE CALIBRATION / # photo 0614;2025-05-03 17:00;2025-07-30 10:00;15;14;14;0;0;0;50,5;-50,5;2025-07-30;08:43:01;"AG;AP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
41374_20251128;46,70606;-71,06432;offset_measurement;pending_approbation;ch2;STH;STH.D2.p15m.2025;STH.D2;shannon_011 (2025);41374;ODYSSEY;;80;NA;NA;;CORRIGE 31 JUILLET 2025 // constante de correction de la profondeur nappe (+5,25+5,7) = 10,95 cm  // voir commentaire complet sonde 25m * SONDE SUR TY-WRAP = +5,25cm ligne noire a ty wrap- tuyau et 5,7 cm ligne noire-haut gris a tuyau / CHANGER EN JUIN, REFAIRE 3 LIGNES DE CALIBRATION / # photo 0614;2025-05-03 17:00;2025-07-30 10:00;15;14;14;0;0;0;50,5;-50,5;2025-07-30;08:43:01;"AG;AP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
41374_20251128;46,70606;-71,06432;calibration;pending_approbation;ch2;STH;STH.D2.p15m.2025;STH.D2;shannon_011 (2025);41374;ODYSSEY;80;80;1;-800;1756;CORRIGE 31 JUILLET 2025 // constante de correction de la profondeur nappe (+5,25+5,7) = 10,95 cm  // voir commentaire complet sonde 25m * SONDE SUR TY-WRAP = +5,25cm ligne noire a ty wrap- tuyau et 5,7 cm ligne noire-haut gris a tuyau / CHANGER EN JUIN, REFAIRE 3 LIGNES DE CALIBRATION / # photo 0614;2025-07-30 11:00;2025-11-27 11:00;15;23,5;23,5;0;0;0;50,5;-50,5;2025-07-30;09:43:01;"AG;AP";85,5;-85,5;2025-09-18;15:15:00;AG;82;-82;2025-10-16;11:12:00;AG;42,75;-42,75;2025-11-27;10:40:00;AG;NA
41374_20251128;46,70606;-71,06432;calibration;pending_approbation;ch2;STH;STH.D2.p15m.2025;STH.D2;shannon_011 (2025);41374;ODYSSEY;20;80;2;-200;2964;CORRIGE 31 JUILLET 2025 // constante de correction de la profondeur nappe (+5,25+5,7) = 10,95 cm  // voir commentaire complet sonde 25m * SONDE SUR TY-WRAP = +5,25cm ligne noire a ty wrap- tuyau et 5,7 cm ligne noire-haut gris a tuyau / CHANGER EN JUIN, REFAIRE 3 LIGNES DE CALIBRATION / # photo 0614;2025-07-30 11:00;2025-11-27 11:00;15;23,5;23,5;0;0;0;50,5;-50,5;2025-07-30;09:43:01;"AG;AP";85,5;-85,5;2025-09-18;15:15:00;AG;82;-82;2025-10-16;11:12:00;AG;42,75;-42,75;2025-11-27;10:40:00;AG;NA
41374_20251128;46,70606;-71,06432;offset_measurement;pending_approbation;ch2;STH;STH.D2.p15m.2025;STH.D2;shannon_011 (2025);41374;ODYSSEY;;80;NA;NA;;CORRIGE 31 JUILLET 2025 // constante de correction de la profondeur nappe (+5,25+5,7) = 10,95 cm  // voir commentaire complet sonde 25m * SONDE SUR TY-WRAP = +5,25cm ligne noire a ty wrap- tuyau et 5,7 cm ligne noire-haut gris a tuyau / CHANGER EN JUIN, REFAIRE 3 LIGNES DE CALIBRATION / # photo 0614;2025-07-30 11:00;2025-11-27 11:00;15;23,5;23,5;0;0;0;50,5;-50,5;2025-07-30;09:43:01;"AG;AP";85,5;-85,5;2025-09-18;15:15:00;AG;82;-82;2025-10-16;11:12:00;AG;42,75;-42,75;2025-11-27;10:40:00;AG;NA
42563_20251203;46,70581;-71,0638;calibration;verified;ch2;STH;STH.C.p9m.2025;STH.C;41362_100 et shannon_003;42563;ODYSSEY;140;140;1;-1400;1858;;2025-05-03 17:00;2025-11-27 13:00;9;16,5;16,5;0;0;0;52;-52;2025-07-30;14:26:01;"AG;AP";79,5;-79,5;2025-09-18;15:40:00;AG;39,5;-39,5;2025-11-27;13:48:00;AG;NA;NA;NA;NA;NA;NA
42563_20251203;46,70581;-71,0638;calibration;verified;ch2;STH;STH.C.p9m.2025;STH.C;41362_100 et shannon_003;42563;ODYSSEY;20;140;2;-200;3696;;2025-05-03 17:00;2025-11-27 13:00;9;16,5;16,5;0;0;0;52;-52;2025-07-30;14:26:01;"AG;AP";79,5;-79,5;2025-09-18;15:40:00;AG;39,5;-39,5;2025-11-27;13:48:00;AG;NA;NA;NA;NA;NA;NA
42563_20251203;46,70581;-71,0638;offset_measurement;verified;ch2;STH;STH.C.p9m.2025;STH.C;41362_100 et shannon_003;42563;ODYSSEY;;140;NA;NA;;;2025-05-03 17:00;2025-11-27 13:00;9;16,5;16,5;0;0;0;52;-52;2025-07-30;14:26:01;"AG;AP";79,5;-79,5;2025-09-18;15:40:00;AG;39,5;-39,5;2025-11-27;13:48:00;AG;NA;NA;NA;NA;NA;NA
22224414_20251210;47,62243;-64,83;NA;verified;ch2;INK;INK.pasMare.C2.p30m.2025;INK.pasMare.C2;NA;22224414;HOBO U20L;;134,5;NA;NA;NA;;2025-05-29 08:00;2025-11-13 11:00;30;25,6;25,6;0;0;0;52,5;-52,5;2025-05-29;09:00:01;AP;100,9;-100,9;2025-07-21;12:39:01;AP;94;-94;2025-11-13;11:32:00;AG;NA;NA;NA;NA;NA;6915
41372_20241125;NA;NA;calibration;approved;ch2;STH;STH.A2.10m.2024;STH.A2;41383;41372;ODYSSEY;80;80;1;NA;1511;;2024-06-13 15:00;2024-11-14 11:00;10;17,4;33,8;13,6;19,2;16,4;53;-53;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
41372_20241125;NA;NA;calibration;approved;ch2;STH;STH.A2.10m.2024;STH.A2;41383;41372;ODYSSEY;20;80;2;NA;2439;;2024-06-13 15:00;2024-11-14 11:00;10;17,4;33,8;13,6;19,2;16,4;53;-53;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
41372_20241125;NA;NA;offset_measurement;approved;ch2;STH;STH.A2.10m.2024;STH.A2;NA;41372;ODYSSEY;NA;80;NA;NA;1992;;2024-06-13 15:00;2024-11-14 11:00;20;17,4;33,8;13,6;19,2;16,4;53;-53;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42564_20241125;NA;NA;calibration;approved;ch2;STH;STH.C.30m.2024;STH.C;NA;42564;ODYSSEY;140;140;1;NA;1848;;2024-06-13 15:00;2024-11-14 11:00;30;33,27;62,2;27,4;28;31,4;53,9;-53,9;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42564_20241125;NA;NA;calibration;approved;ch2;STH;STH.C.30m.2024;STH.C;NA;42564;ODYSSEY;20;140;2;NA;3691;;2024-06-13 15:00;2024-11-14 11:00;30;33,27;62,2;27,4;28;31,4;53,9;-53,9;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42564_20241125;NA;NA;offset_measurement;approved;ch2;STH;STH.C.30m.2024;STH.C;NA;42564;ODYSSEY;NA;140;NA;NA;1034;;2024-06-13 15:00;2024-11-14 11:00;30;33,27;62,2;27,4;28;31,4;53,9;-53,9;2024-11-14;10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22220785_20250527;47,62268;-64,83086;NA;approved;ch2;INK;INK.Mare.C1.p7m.2025;INK.Mare.C1;NA;22220785;HOBO U20L;;137,6;NA;NA;NA;;2025-05-18 10:00;2025-05-26 11:00;7;21,5;21,5;0;0;0;54;-54;2025-05-21;13:00:01;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6274
22195241_20250721;47,62281;-64,82873;NA;approved;ch2;INK;INK.pasMare.D1.m1m.2025;INK.pasMare.D1;NA;22195241;HOBO U20L;;143,9;NA;NA;NA;"ok pas etiquette, out 21 juill 47;47,7;46,8";2025-05-25 14:00;2025-07-21 11:00;-1;44;44;0;0;0;54,5;-54,5;2025-05-26;08:00:01;AP;103,3;-103,3;2025-07-21;11:27:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6274
41362_20251128;46,70571;-71,06399;calibration;pending_approbation;ch2;STH;STH.C.p28m.2025;STH.C;;41362;ODYSSEY;80;80;1;-800;1650;?? je suis mélangée ?? mesuré ~17;2025-05-03 17:00;2025-11-27 13:00;28;25,7;25,7;0;0;0;54,8;-54,8;2025-07-30;14:32:01;"AG;AP";78;-78;2025-09-18;15:40:00;AG;45,5;-45,5;2025-11-27;14:00:00;AG;NA;NA;NA;NA;NA;NA
41362_20251128;46,70571;-71,06399;calibration;pending_approbation;ch2;STH;STH.C.p28m.2025;STH.C;;41362;ODYSSEY;20;80;2;-200;2742;;2025-05-03 17:00;2025-11-27 13:00;28;25,7;25,7;0;0;0;54,8;-54,8;2025-07-30;14:32:01;"AG;AP";78;-78;2025-09-18;15:40:00;AG;45,5;-45,5;2025-11-27;14:00:00;AG;NA;NA;NA;NA;NA;NA
41362_20251128;46,70571;-71,06399;offset_measurement;pending_approbation;ch2;STH;STH.C.p28m.2025;STH.C;;41362;ODYSSEY;;80;NA;NA;;;2025-05-03 17:00;2025-11-27 13:00;28;25,7;25,7;0;0;0;54,8;-54,8;2025-07-30;14:32:01;"AG;AP";78;-78;2025-09-18;15:40:00;AG;45,5;-45,5;2025-11-27;14:00:00;AG;NA;NA;NA;NA;NA;NA
42562_20251128;46,70578;-71,06386;calibration;pending_approbation;ch2;STH;STH.C.p7,75m.2025;STH.C;shannon_001;42562;ODYSSEY;140;140;1;-1400;1844;out le 27 nov : ~24,5 ???;2025-05-03 17:00;2025-11-27 13:00;7,75;13,2;13,2;0;0;0;55,3;-55,3;2025-07-30;14:13:01;"AG;AP";85;-85;2025-09-18;15:40:00;AG;45;-45;2025-11-27;13:42:00;AG;NA;NA;NA;NA;NA;NA
42562_20251128;46,70578;-71,06386;calibration;pending_approbation;ch2;STH;STH.C.p7,75m.2025;STH.C;shannon_001;42562;ODYSSEY;20;140;2;-200;3682;nappe tombée en dessous longtemps !;2025-05-03 17:00;2025-11-27 13:00;7,75;13,2;13,2;0;0;0;55,3;-55,3;2025-07-30;14:13:01;"AG;AP";85;-85;2025-09-18;15:40:00;AG;45;-45;2025-11-27;13:42:00;AG;NA;NA;NA;NA;NA;NA
42562_20251128;46,70578;-71,06386;offset_measurement;pending_approbation;ch2;STH;STH.C.p7,75m.2025;STH.C;shannon_001;42562;ODYSSEY;;140;NA;NA;;photo 1559 depius quand ? diff =  8,5cm;2025-05-03 17:00;2025-11-27 13:00;7,75;13,2;13,2;0;0;0;55,3;-55,3;2025-07-30;14:13:01;"AG;AP";85;-85;2025-09-18;15:40:00;AG;45;-45;2025-11-27;13:42:00;AG;NA;NA;NA;NA;NA;NA
41384_20251203;46,70613;-71,06422;calibration;verified;ch2;STH;STH.D2.p4,5m.2025;STH.D2;shannon_008;41384;ODYSSEY;80;80;1;-800;1510;;2025-05-03 17:00;2025-11-27 10:00;4,5;22,8;22,8;0;0;0;55,6;-55,6;2025-07-30;13:47:01;"AG;AP";64,5;-64,5;2025-09-18;15:15:00;AG;64;-64;2025-10-16;11:25:00;AG;45,5;-45,5;2025-11-27;10:19:00;AG;NA
41384_20251203;46,70613;-71,06422;calibration;verified;ch2;STH;STH.D2.p4,5m.2025;STH.D2;shannon_008;41384;ODYSSEY;20;80;2;-200;2443;;2025-05-03 17:00;2025-11-27 10:00;4,5;22,8;22,8;0;0;0;55,6;-55,6;2025-07-30;13:47:01;"AG;AP";64,5;-64,5;2025-09-18;15:15:00;AG;64;-64;2025-10-16;11:25:00;AG;45,5;-45,5;2025-11-27;10:19:00;AG;NA
41384_20251203;46,70613;-71,06422;offset_measurement;verified;ch2;STH;STH.D2.p4,5m.2025;STH.D2;shannon_008;41384;ODYSSEY;;80;NA;NA;;;2025-05-03 17:00;2025-11-27 10:00;4,5;22,8;22,8;0;0;0;55,6;-55,6;2025-07-30;13:47:01;"AG;AP";64,5;-64,5;2025-09-18;15:15:00;AG;64;-64;2025-10-16;11:25:00;AG;45,5;-45,5;2025-11-27;10:19:00;AG;NA
41361_20241125;NA;NA;calibration;rejected;ch2;STH;STH.A2.7m.2024;STH.A2;NA;41361;ODYSSEY;80;80;1;NA;1747;Pris l'eau ? En tk dessicant mouillé;NA;NA;7;28,53;-3;-36,2;-27,2;-31,2;55,8;-55,8;2024-11-14;10:00:01;AP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
41361_20241125;NA;NA;calibration;rejected;ch2;STH;STH.A2.7m.2024;STH.A2;NA;41361;ODYSSEY;20;80;2;NA;2991;Pris l'eau ? En tk dessicant mouillé;NA;NA;7;28,53;-3;-36,2;-27,2;-31,2;55,8;-55,8;2024-11-14;10:00:01;AP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
41361_20241125;NA;NA;offset_measurement;rejected;ch2;STH;STH.A2.7m.2024;STH.A2;NA;41361;ODYSSEY;NA;80;NA;NA;NA;;NA;NA;7;28,53;-3;-36,2;-27,2;-31,2;55,8;-55,8;2024-11-14;10:00:01;AP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42564_20251203;46,70608;-71,06423;calibration;verified;ch2;STH;STH.D2.p9m.2025;STH.D2;;42564;ODYSSEY;140;140;1;-1400;1839;;2025-05-03 17:00;2025-11-27 10:00;9;20;20;0;0;0;58;-58;2025-07-30;13:52:01;"AG;AP";87,5;-87,5;2025-09-18;15:15:00;AG;87,5;-87,5;2025-10-16;11:34:00;AG;48,5;-48,5;2025-11-27;10:28:00;AG;NA
42564_20251203;46,70608;-71,06423;calibration;verified;ch2;STH;STH.D2.p9m.2025;STH.D2;;42564;ODYSSEY;20;140;2;-200;3711;;2025-05-03 17:00;2025-11-27 10:00;9;20;20;0;0;0;58;-58;2025-07-30;13:52:01;"AG;AP";87,5;-87,5;2025-09-18;15:15:00;AG;87,5;-87,5;2025-10-16;11:34:00;AG;48,5;-48,5;2025-11-27;10:28:00;AG;NA
42564_20251203;46,70608;-71,06423;offset_measurement;verified;ch2;STH;STH.D2.p9m.2025;STH.D2;;42564;ODYSSEY;;140;NA;NA;;;2025-05-03 17:00;2025-11-27 10:00;9;20;20;0;0;0;58;-58;2025-07-30;13:52:01;"AG;AP";87,5;-87,5;2025-09-18;15:15:00;AG;87,5;-87,5;2025-10-16;11:34:00;AG;48,5;-48,5;2025-11-27;10:28:00;AG;NA
41360_20251128;46,70576;-71,06384;calibration;pending_approbation;ch2;STH;STH.C.p14m.2025;STH.C;shannon_010 (2025);41360;ODYSSEY;20;80;2;-200;2461;;2025-05-03 17:00;2025-11-27 13:00;14;16,2;16,2;0;0;0;60;-60;2025-07-30;14:20:01;"AG;AP";91;-91;2025-09-18;15:40:00;AG;41,5;-41,5;2025-11-27;13:53:00;AG;NA;NA;NA;NA;NA;NA
41360_20251128;46,70576;-71,06384;offset_measurement;pending_approbation;ch2;STH;STH.C.p14m.2025;STH.C;shannon_010 (2025);41360;ODYSSEY;;80;NA;NA;;;2025-05-03 17:00;2025-11-27 13:00;14;16,2;16,2;0;0;0;60;-60;2025-07-30;14:20:01;"AG;AP";91;-91;2025-09-18;15:40:00;AG;41,5;-41,5;2025-11-27;13:53:00;AG;NA;NA;NA;NA;NA;NA
41362_20241125;NA;NA;calibration;approved;ch2;STH;STH.D3.10m.2024;STH.D3;NA;41362;ODYSSEY;80;80;1;NA;1647;;2024-06-13 15:00;2024-11-14 11:00;10;28,87;36,4;4,2;10,4;8;63,3;-63,3;2024-11-14;10:00:01;AP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
41362_20241125;NA;NA;calibration;approved;ch2;STH;STH.D3.10m.2024;STH.D3;NA;41362;ODYSSEY;20;80;2;NA;2739;;2024-06-13 15:00;2024-11-14 11:00;10;28,87;36,4;4,2;10,4;8;63,3;-63,3;2024-11-14;10:00:01;AP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
41362_20241125;NA;NA;offset_measurement;approved;ch2;STH;STH.D3.10m.2024;STH.D3;NA;41362;ODYSSEY;NA;80;NA;NA;2011;;2024-06-13 15:00;2024-11-14 11:00;10;28,87;36,4;4,2;10,4;8;63,3;-63,3;2024-11-14;10:00:01;AP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22224410_20251125;47,6225;-64,82941;NA;verified;ch2;INK;INK.pasMare.A2.p30m.2025;INK.pasMare.A2;NA;22224410;HOBO U20L;;145,5;NA;NA;NA;;2025-05-29 12:00;2025-11-13 11:00;30;37;37;0;0;0;64,2;-64,2;2025-05-29;09:00:01;AP;112,2;-112,2;2025-07-21;11:55:01;AP;107,5;-107,5;2025-11-13;11:19:00;AG;NA;NA;NA;NA;NA;6915
22220789_20251202;47,64523;-64,83363;NA;verified;ch3;INK;INK.ch3.rmvd.2.2025;INK.ch3.rmvd;NA;22220789;HOBO U20L;;131,2;NA;NA;NA;installer juill/août;2025-07-26 14:00;2025-11-13 12:00;NA;39,1;39,1;0;0;0;64,5;-64,5;2025-11-13;12:56:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6915
22220784_20251210;47,62273;-64,82871;NA;verified;ch2;INK;INK.pasMare.D1.p7m.2025;INK.pasMare.D1;oups 0874 erreur pré 10 déc. 2025, mais éliminé toute autre possibilité;22220784;HOBO U20L;;143,1;NA;NA;NA;;2025-05-28 09:00;2025-11-13 11:00;7;45,8;45,8;0;0;0;65;-65;2025-05-29;08:00:01;AP;111,6;-111,6;2025-07-21;11:32:01;AP;102,5;-102,5;2025-11-13;11:08:00;AG;NA;NA;NA;NA;NA;6915
42566_20251128;46,7058;-71,06382;calibration;pending_approbation;ch2;STH;STH.C.p6,75m.2025;STH.C;shannon_006;42566;ODYSSEY;140;140;1;-1400;1829;;2025-05-03 17:00;2025-11-27 13:00;6,75;9,3;9,3;0;0;0;65,5;-65,5;2025-07-30;14:08:01;"AG;AP";NA;NA;2025-09-18;15:40:00;AG;52,5;-52,5;2025-11-27;13:45:01;AG;NA;NA;NA;NA;NA;NA
42566_20251128;46,7058;-71,06382;calibration;pending_approbation;ch2;STH;STH.C.p6,75m.2025;STH.C;shannon_006;42566;ODYSSEY;20;140;2;-200;3711;;2025-05-03 17:00;2025-11-27 13:00;6,75;9,3;9,3;0;0;0;65,5;-65,5;2025-07-30;14:08:01;"AG;AP";NA;NA;2025-09-18;15:40:00;AG;52,5;-52,5;2025-11-27;13:45:01;AG;NA;NA;NA;NA;NA;NA
42566_20251128;46,7058;-71,06382;offset_measurement;pending_approbation;ch2;STH;STH.C.p6,75m.2025;STH.C;shannon_006;42566;ODYSSEY;;140;NA;NA;NA;;2025-05-03 17:00;2025-11-27 13:00;6,75;9,3;9,3;0;0;0;65,5;-65,5;2025-07-30;14:08:01;"AG;AP";NA;NA;2025-09-18;15:40:00;AG;52,5;-52,5;2025-11-27;13:45:01;AG;NA;NA;NA;NA;NA;NA
22224396_20251202;47,79654;-69,506358;NA;verified;ch1;PRO;PRO.ch1.T3.chippd;PRO.ch1.T3;NA;22224396;HOBO U20L;;99,3;NA;NA;NA;39 et 5/16.. ;2025-10-09 15:30;2025-11-12 10:00;NA;49,17;49,17;0;0;0;66,5;-66,5;2025-11-12;10:38:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8539
22224412_20251210;47,6227;-64,83005;NA;verified;ch2;INK;INK.pasMare.C2.m1m.2025;INK.pasMare.C2;NA;22224412;HOBO U20L;;142;NA;NA;NA;;2025-05-10 10:00;2025-11-13 11:00;-1;29,5;29,5;0;0;0;68;-68;2025-05-12;14:00:01;"AG;AP";52,5;-52,5;2025-07-21;12:25:01;AG;44;-44;2025-11-13;11:45:00;AG;NA;NA;NA;NA;NA;6915
22063140_20251202;47,62337;-64,83321;NA;verified;ch2;INK;INK.Mare.D2.p7m.2025;INK.Mare.D2;NA;22063140;HOBO U20L;;135,2;NA;NA;NA;;2025-05-31 10:00;2025-11-13 12:00;7;28,8;28,8;0;0;0;70,6;-70,6;2025-07-21;15:19:01;AP;61;-61;2025-11-13;12:47:00;AG;;0;;;;NA;NA;NA;NA;NA;6915
22220782_20251202;47,62281;-64,83215;NA;verified;ch2;INK;INK.Mare.A1.p30m.2025;INK.Mare.A1;NA;22220782;HOBO U20L;;137,2;NA;NA;NA;;2025-05-29 09:00;2025-11-13 12:00;30;34,8;34,8;0;0;0;70,9;-70,9;2025-05-29;09:00:01;AP;109,5;-109,5;2025-07-21;13:20:01;AP;109;-109;2025-11-13;12:24:00;AG;NA;NA;NA;NA;NA;6915
22224411_20251202;47,62318;-64,83266;NA;verified;ch2;INK;INK.Mare.A2.p7m.2025;INK.Mare.A2;NA;22224411;HOBO U20L;;136,9;NA;NA;NA;;2025-05-30 10:00;2025-11-13 11:00;7;39,1;39,1;0;0;0;71,5;-71,5;2025-07-21;15:01:01;AP;83;-83;2025-11-13;11:34:00;AG;;0;;;;NA;NA;NA;NA;NA;6915
42566_20241125;NA;NA;calibration;approved;ch2;STH;STH.C.7m.2024;STH.C;NA;42566;ODYSSEY;140;140;1;NA;1846;OUI, c'est la bonne mesure;2024-06-23 15:00;2024-11-14 11:00;7;21,2;7;-10,4;-22,6;-9,6;71,5;-71,5;2024-11-14;10:00:01;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42566_20241125;NA;NA;calibration;approved;ch2;STH;STH.C.7m.2024;STH.C;NA;42566;ODYSSEY;20;140;2;NA;3682;OUI, c'est la bonne mesure;2024-06-23 15:00;2024-11-14 11:00;7;21,2;7;-10,4;-22,6;-9,6;71,5;-71,5;2024-11-14;10:00:01;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42566_20241125;NA;NA;offset_measurement;approved;ch2;STH;STH.C.7m.2024;STH.C;NA;42566;ODYSSEY;NA;140;NA;NA;2978;;2024-06-23 15:00;2024-11-14 11:00;7;21,2;7;-10,4;-22,6;-9,6;71,5;-71,5;2024-11-14;10:00:01;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22195248_20251125;47,62868;-64,81202;NA;verified;ch3;INK;INK.ch3.C.3.2025;INK.ch3.C;NA;22195248;HOBO U20L;;135,3;NA;NA;NA;;2025-07-26 16:00;2025-11-13 13:00;NA;33;33;0;0;0;73;-73;2025-11-13;13:47:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6915
22195243_20251210;47,62345;-64,83318;NA;verified;ch2;INK;INK.Mare.D2.m1m.2025;INK.Mare.D2;NA;22195243;HOBO U20L;;134,1;NA;NA;NA;;2025-05-31 10:00;2025-11-13 12:00;-1;26,8;26,8;0;0;0;76;-76;2025-07-21;15:22:01;AP;44;-44;2025-11-13;12:48:00;AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6915
42565_20251128;46,70583;-71,06375;calibration;pending_approbation;ch2;STH;STH.C.p6m.2025;STH.C;;42565;ODYSSEY;140;140;1;-1400;1846;nappe tombée en dessous longtemps !;2025-05-03 17:00;2025-11-27 13:00;6;17;17;0;0;0;76,8;-76,8;2025-07-30;14:05:01;"AG;AP";104,5;-104,5;2025-09-18;15:40:00;AG;70,5;-70,5;2025-11-27;13:38:01;AG;NA;NA;NA;NA;NA;NA
